Nombre,Localización,Latitud,Longitud,Dirección,Teléfono,Precio,Horario,Tipos_cocina,Valoración,Votos,Características,Descripción,url,url_web,url_ig
Bar La Terraza, Oviedo,43.3603579,-5.8605187,"C. Paulino Vicente, Oviedo, Principado de Asturias, España",X,['10'],"['09:00-23:00', '09:00-23:00', '09:00-23:00', '09:00-23:00', '09:00-23:00', '09:30-00:00', '12:30-22:30']",X,72,50,"['No hay entrega', 'Asientos al aire libre', 'No accesible para sillas de ruedas']","Los usuarios de Google han premiado a este bar con un 4,4.",https://es.restaurantguru.com/La-Terraza-Oviedo-4,X,X
Sidrería el Rebecu, Oviedo,43.3617538,-5.8611833,"C/ Valentín Massip, 11, Oviedo, Principado de Asturias, España",+34617227641,['10'],"['Cerrado', '19:00-00:00', '00:00-16:00/19:00-00:00', '12:00-16:00/19:00-00:00', '12:00-16:00/19:00-01:00', '12:00-01:00', '12:00-00:00']",['Española'],70,183,"['Tarjetas de crédito aceptadas', 'No hay entrega', 'Asientos al aire libre', 'Reserva', 'Accesible para sillas de ruedas']","Este bar te agradará con sus sabrosas tapas. Aquí puedes tomarte una excelente sidra. Comprueba por ti mismo lo estupendo que es su personal. Su rápido servicio es un bien conocido privilegio. La mayor parte del tiempo, Sidrería el Rebecu te ofrece un delicado ambiente. Google le ha dado un 4,4, lo que indica que puedes elegir este lugar para pasar un rato agradable.",https://es.restaurantguru.com/Sidreria-El-Rebecu-Oviedo,X,X
Models Club, Principado de Asturias,43.3987,-5.8419,"C/ Polígono de Granda, Nave 29., Oviedo, Principado de Asturias, España, 33194",+34985791580,['10'],"['16:00-04:30', '16:00-04:30', '16:00-04:30', '16:00-05:30', '16:00-05:30', '16:00-05:30', '16:00-04:30']",X,50,12,['Reserva'],"Muchos de los visitantes son usuarios de Facebook, y han valorado Models Club por debajo de la media.",https://es.restaurantguru.com/Models-Club-Llugarin,X,X
La Pausa, Oviedo,43.3664564,-5.85478,"Estación Oviedo, Estación Oviedo, C. Uría, S/N, Planta 0, Oviedo, Principado de Asturias, España",+34985272180,"['10', '24']","['06:30-21:30', '06:30-21:30', '06:30-21:30', '06:30-21:30', '06:30-21:30', '07:00-21:30', '07:00-21:30']",['Española'],62,140,"['Tarjetas de crédito aceptadas', 'No hay entrega', 'Para llevar', 'Reserva', 'Accesible para sillas de ruedas']","La Pausa está muy cerca de Libreria El Buho Lector. Sus cocineros preparan aquí un casero rape. Muchos críticos han reparado en el hecho de que puedes probar un recomendable café en este restaurante. A sus usuarios no les gusta la cerveza de La Pausa. Su tosco personal es lo único que te puede estropear la velada en este lugar. La mayoría de visitantes suponen que el servicio es bien valorado. Algunos comensales confiesan haber visto unos precios alocados en este lugar. Según el criterio de los clientes, la atmósfera es encantadora. Pero los asiduos valoran este restaurante por debajo de la media en Google.",https://es.restaurantguru.com/La-Pausa-Oviedo-Oviedo,https://es.areas.com,https://www.instagram.com/areas.es/?hl=es
Kuper Bar, Oviedo,43.3611699,-5.844634,"C. Cimadevilla, 17, Oviedo, Principado de Asturias, España",X,['10'],"['08:00-22:30', '08:00-22:30', '08:00-22:30', '08:00-22:30', '08:00-22:30', '09:30-22:30', '11:00-20:00']",['Española'],68,246,"['Tarjetas de crédito aceptadas', 'No hay entrega', 'Asientos al aire libre', 'No accesible para sillas de ruedas']","Acércate a comer tras ver Plaza Trascorrales. Se recomienda pedir la cocina española de este café. Si tienes hambre, ven aquí a tomar su tierno rape, sus singulares espaguetis o sus sabrosas empanadas. Sus visitantes pueden tomar un buen flan y unos bien valorados helados en Kuper Bar. De acuerdo con las opiniones de los críticos, aquí los camareros sirven un recomendable vino. A sus clientes no les gusta el café de este lugar. Es fácil encontrar este lugar gracias a su gran ubicación. La mayoría de usuarios creen que en este establecimiento el personal es bueno. Un gran número de clientes dicen que el servicio es satisfactorio. Tal y como una serie de críticos afirman, sus adecuados precios no son lo mejor de este café. Ven aquí si buscas una exótica atmósfera. Pero Kuper Bar no es muy querido por los usuarios de Google, quienes le han otorgado una valoración por debajo de la media.",https://es.restaurantguru.com/Kuper-Oviedo,X,X
Gota Fresca, Oviedo,43.3613,-5.8559,"Avenida de Galicia 18, Oviedo, Principado de Asturias, España, 33005",+34984397145,"['10', '24']","['Cerrado', '09:00-00:15', '09:00-00:15', '09:00-00:15', '09:00-00:15', '09:00-00:15', '09:00-00:15']",['Española'],66,19,['Asientos al aire libre'],"Acércate a comer después de ver Campo de San Francisco. Si deseas probar platos de la cocina española, no pierdas la oportunidad de visitar este bar. Ven a GotaFresca para degustar un bien trabajado laing, un tierno rape o una generosa carne de vaca. Gran parte de sus invitados dicen que los camareros te sirven aquí unos brownies buenos. Este lugar es conocido porSe comenta que aquí los camareros y camareras son afables. Su sorprendente servicio es siempre un placer. Sin duda vas a agradecer su espectacular ambiente y su atrayente decoración. Pero este lugar ha recibido una valoración por debajo de la media en Google. ",https://es.restaurantguru.com/GotaFresca-Oviedo,https://gotafresca.com,X
Sidrería y parrilla La Jefa, Principado de Asturias,43.37604,-5.802212,"Calle Pepín Rodríguez, 2, Oviedo, Principado de Asturias, España, 33010",+34984293330,"['10', '24']","['19:00-00:00', '19:00-00:00', '19:00-00:00', '19:00-00:00', '19:00-00:00', '12:00-01:30', '12:00-01:30']",['Española'],72,93,"['Reserva', 'Accesible para sillas de ruedas']","Aquí, la cocina española le gusta a todos los clientes. Se comenta que el chef de Sidrería y parrilla La Jefa prepara un atrayente jamón, una casera brocheta portuguesa y unas singulares empanadas. Pide y saborea su generosa tarta de queso y pon un post en Instagram. Para que tu almuerzo tenga aún más sabor, pide una sidra, que dicen que es excelente. Su creativo personal refleja el estilo y el carácter de este lugar. Su sofisticado servicio es algo que sus comensales destacan en sus comentarios. Este lugar te sirve manjares a unos precios bajos. Tienes la oportunidad de disfrutar de un cuidado ambiente.",https://es.restaurantguru.com/Sidreria-La-Jefa-Colloto,X,X
Big Mike's Burger Joint, Oviedo,43.3523203,-5.8616315,"C. Piloña, 2, Oviedo, Principado de Asturias, España",X,X,X,['Comida Rápida'],46,21,"['Tarjetas de crédito aceptadas', 'Para llevar', 'Accesible para sillas de ruedas']",Big Mike's Burger Joint está muy cerca de La Iglesia de San Juan el Real. Las hamburguesas americanas de este restaurante no son muy del agrado de sus visitantes. Los asiduos valoran Big Mike's Burger Joint por debajo de la media en Google.,https://es.restaurantguru.com/Big-Mikes-Burger-Joint-Oviedo,X,X
Robi, Oviedo,43.360213,-5.8466868,"C. Rosal, 11, Oviedo, Principado de Asturias, España",+34609973876,['10'],"['08:00-22:00', '08:00-22:00', '08:00-22:00', '08:00-22:00', '08:00-22:00', '08:00-22:00', 'Cerrado']","['Cervecería', 'Española']",78,2176,"['Tarjetas de crédito aceptadas', 'No hay entrega', 'Asientos al aire libre', 'Para llevar', 'Sin reserva', 'Accesible para sillas de ruedas']","Seguro que Parroquia de San Isidoro El Real va a formar parte de tu ruta turística y, en ese caso, el consejo de los clientes es que te acerques a este café. La cocina española es algo que hay que probar en Robi. Puedes pedir unas generosas tapas, un atrayente laing y unas singulares croquetas. No hay duda de que te van a gustar sus caseros churros. Es fácil encontrar este lugar gracias a su estupenda ubicación. Aquí puedes tomar un insuperable vino. A sus visitantes no les gusta el café cortado de este lugar. Comprueba por ti mismo lo corteses que son sus camareros y camareras. El servicio en este café se podría describir como algo abnegado. Pagarás unos precios adecuados por sus platos. El ambiente de este establecimiento es hogareño. Los usuarios de Google aprecian Robi: le han otorgado 4,2 estrellas.",https://es.restaurantguru.com/Robi-Oviedo,https://robihosteleria.es,https://www.instagram.com/robihosteleria/?hl=es
Dinata, Principado de Asturias,43.368856,-5.869326,"Paseo de la florida, Oviedo, Principado de Asturias, España, 33012",+34984291988,['10'],"['Cerrado', '08:00-23:00', '08:00-23:00', '08:00-23:00', '08:00-00:00', '10:00-00:00', '10:00-00:00']",['Española'],74,29,['Accesible para sillas de ruedas'],"Entre otros establecimientos de cocina española que visitar, esta cafetería puede estar entre los mejores. Muchos clientes vienen para comer su tierno laing. Una serie de críticos han reparado en el hecho de que aquí los camareros y camareras son buenos. Los usuarios de Facebook que visitaron Dinata le han dado una nota de 4,8.",https://es.restaurantguru.com/Dinata-Oviedo,X,X
El Bucanero, Principado de Asturias,43.363728,-5.84667,"Manuel García Conde, 3, Oviedo, Principado de Asturias, España, 33001",+34985071028,"['10', '16']","['Cerrado', 'Cerrado', '12:00-16:00/19:00-23:00', '12:00-16:00/19:00-23:00', '12:00-16:00/19:00-00:00', '12:00-16:00/19:00-00:00', '12:00-16:00']","['Caribeña', 'Americana']",78,22,"['Tarjetas de crédito aceptadas', 'Asientos al aire libre', 'Wifi', 'Para llevar', 'Reserva']","Si la lluvia te ha sorprendido de camino a Plaza Porlier, refúgiate en este restaurante. Su cocina caribeña ofrece en El Bucanero unas comidas auténticas. Este lugar te permite probar unas sorprendentes hamburguesas americanas, un casero beicon y unos generosos patatas. Invita a tus familiares y comed su bien trabajada tarta de queso. Saborea despacio la sensacional cerveza que aquí sirven pensando solo en tu disfrute. Visita este establecimiento y tómate un excelente café. La mayoría de sus comensales consideran que su personal es creativo. Su servicio siempre es cuidado, no lo olvides. Este lugar tiene una atmósfera cómoda y una decoración hermosa. De acuerdo con los comentarios de los visitantes en Google, este restaurante merece un 4,7.",https://es.restaurantguru.com/El-bucanero-Oviedo,https://elbucanero.es,https://www.instagram.com/elbucanero.ovd/?hl=es
La Pepica Oviedo, Oviedo,43.3633282,-5.8661537,"C. Juan Ramon Jimenez, 1, Oviedo, Principado de Asturias, España",+34984065276,"['11', '32']","['Cerrado', '12:30-01:00', '12:30-01:00', '12:30-01:00', '12:30-01:00', '12:30-01:00', '12:30-01:00']",['Española'],76,75,"['Tarjetas de crédito aceptadas', 'No hay entrega', 'Asientos al aire libre', 'Reserva', 'Accesible para sillas de ruedas']","Pásate por aquí si eres un amante de la cocina española. La gente normalmente visita este bar para paladear su espectacular cerveza. El laing de La Pepica Oviedo no es muy del agrado de sus clientes. Por si todo esto fuera poco, su personal es agradable. Tal y como muchos críticos observan, el servicio es sorprendente. Ven aquí si buscas una atrayente atmósfera. Los usuarios de Google le han dado una valoración de 4,2 a este lugar.",https://es.restaurantguru.com/La-Pepica-Oviedo-Oviedo,X,X
Los Porches, 2,43.3657731,-5.8498664,"C. Nueve de Mayo, 2, Oviedo, Principado de Asturias, España",+34985221284,['10'],"['09:00-22:00', '09:00-22:00', '09:00-22:00', '09:00-22:00', '09:00-22:00', '09:00-22:00', 'Cerrado']","['Española', 'Opciones vegetarianas']",78,382,"['Reserva', 'Tarjetas de crédito aceptadas', 'No hay entrega', 'Asientos al aire libre', 'Para llevar', 'Accesible para sillas de ruedas']","Sus comensales reservan una mesa aquí para disfrutar de sus estupendas recetas y además disfrutan de las vistas de Libreria El Buho Lector. Este café es una elección estupenda si lo que te apetece es cocina española. No te marches sin comer su tierno pollo, su sorprendente rape o sus caseras empanadas. Ofrecer un perfectamente elaborado pastel de frutas es la señaEs fácil encontrar este lugar gracias a su gran ubicación. El éxito de este lugar sería imposible sin un afable personal. Tal y como la mayoría de usuarios reconocen, el servicio es sofisticado. Su hogareño ambiente ha sido muy comentado por sus clientes. Los usuarios de Google son muy generosos con este café: le han dado 4,2 estrellas. ",https://es.restaurantguru.com/Los-Porches-Oviedo,X,X
Cafetería Fuente Pelayo, 1,43.3560248,-5.8368552,"Calle Gaspar García Laviana, 1, Oviedo, Principado de Asturias, España",+34985222222,X,"['Cerrado', '11:00-22:30', '11:00-00:00', '11:00-00:00', '11:00-00:00', '10:30-00:00', '11:00-00:00']",['Española'],66,44,"['Tarjetas de crédito aceptadas', 'Entrega', 'Asientos al aire libre', 'No es para llevar', 'Accesible para sillas de ruedas']","Se recomienda pedir la cocina española de este café. Visita este establecimiento y tómate una extraordinaria cerveza. Cafetería Fuente Pelayo es muy recomendable por su agradable personal. Cada vez que vengas, comprobarás su admirable servicio. Su cuidada atmósfera añade a la estancia de los visitantes de este lugar una sensación de relax. Pero este lugar no es muy ",https://es.restaurantguru.com/BAR-Fuente-Pelayo-Oviedo,X,https://www.instagram.com/cafefuentepelayo/?hl=es
No Te Cortes Con El Jamón, Oviedo,43.3618374,-5.8457758,"Calle Ramón y Cajal, 10, Oviedo, Principado de Asturias, España",+34670459615,"['10', '24']","['11:00-16:00/19:00-00:00', '11:00-16:00/19:00-00:00', '11:00-16:00/19:00-00:00', '11:00-16:00/19:00-00:00', '11:00-16:00/19:00-00:00', '11:00-16:00/19:00-00:00', '11:00-16:00/19:00-00:00']",['Española'],76,211,"['Tarjetas de crédito aceptadas', 'Asientos al aire libre', 'Para llevar', 'Accesible para sillas de ruedas']","Sus comensales reservan una mesa aquí para disfrutar de sus estupendas recetas y además disfrutan de las vistas de Plaza Porlier. Todos sus clientes veneran la estupenda cocina española de este bar. No olvides degustar el singular jamón, el generoso rape o las sabrosas salchichas de No Te Cortes Con El Jamón. La buenísima ubicación de este lugar hace que llegar a él por cualquier medio sea muy sencillo. Su magnífico café cortado hará que tu comida parezca aún mejor, lo que, con seguridad, te hará volver. A sus visitantes no les gusta la cerveza de este lugar. La mayoría de usuarios mencionan que en este establecimiento el personal esta bien valorado. Descansar y comer aquí es siempre un placer, principalmente por su abnegado servicio. Te van a sorprender gratamente los interesantes precios de este bar. No Te Cortes Con El Jamón tiene un ambiente confortable y una decoración hermosa. Pero los asiduos valoran este lugar por debajo de la media en Google.",https://es.restaurantguru.com/No-te-Cortes-Con-El-Jamon-Oviedo,https://notecortesconeljamon.com,https://www.instagram.com/notecortesconeljamon/?hl=es
Café El Recuelo, Oviedo,43.3584704,-5.8489869,"C. Sta. Susana, 15, Oviedo, Principado de Asturias, España",+34985245689,['10'],"['08:00-20:30', '08:00-20:30', '08:00-20:30', '08:00-20:30', '08:00-20:30', 'Cerrado', '11:00-16:30']","['Española', 'Opciones vegetarianas']",82,484,"['Tarjetas de crédito aceptadas', 'Sin asientos al aire libre', 'No hay entrega', 'Para llevar', 'Accesible para sillas de ruedas']","Visita Parroquia de San Isidoro El Real y ven a este café. Disfruta de la cocina española en Café El Recuelo. La mayoría de los clientes recomienda probar su perfectamente elaborado laing, sus caseras tapas y su atrayente rape. Un gran número de clientes han notado que en este lugar puedes pedirte un café excelente. Muchos comensales creen que su personal es cortés. Vas a disfrutar con su estupendo servicio. De acuerdo con las opiniones de los críticos, los precios son razonables. Normalmente es interesante probar cosas nuevas, así que disfruta de la acogedora atmósfera. La nota media de este lugar en Google es de 4,3.",https://es.restaurantguru.com/El-recuelo-Oviedo,X,X
La Cantina de Gascona, 13,43.3645854,-5.845165,"C. Manuel García Conde, 13, Oviedo, Principado de Asturias, España",+34985737614,"['2', '32']","['11:00-17:00', '11:00-23:00', '11:00-23:00', '11:00-23:00', '11:00-01:00', '11:00-01:00', '11:00-01:00']","['Bar de Vinos', 'Española']",80,760,"['Tarjetas de crédito aceptadas', 'No hay entrega', 'Asientos al aire libre', 'Para llevar', 'Reserva', 'No accesible para sillas de ruedas']","Además de Capilla de La Balesquida, visita también en esta zona La Cantina de Gascona. Su cocina española ofrece en este bar unas comidas auténticas. Saborea el generoso laing, los tiernos callos y el atrayente picadillo que ofrece La Cantina de Gascona. Empieza tu comida con una excelente sidra, un sensacional vermú o un irresistible vino. Cuando visites esteUna serie de clientes mencionan que en este establecimiento el personal es creativo. Su eficiente servicio es un gran añadido. Este lugar tiene un ambiente sorprendente y una decoración admirable. Los usuarios de Google que visitaron este bar afirman que la nota más adecuada es 4,3. ",https://es.restaurantguru.com/La-Bodega-de-Gascona-Oviedo,https://lacantinadegascona.infomenu.net,https://www.instagram.com/lacantinadegascona/?hl=es
Bar Campa, Oviedo,43.3603332,-5.8440784,"C. Sol, 3, Oviedo, Principado de Asturias, España",+34985223151,['10'],"['08:00-00:00', '08:00-00:00', '08:00-00:00', '08:00-00:00', '08:00-00:00', '08:00-00:00', '08:00-00:00']",['Cervecería'],74,2851,"['Asientos al aire libre', 'Para llevar', 'Entrega', 'Reserva', 'Accesible para sillas de ruedas', 'TV']","Disfruta de Plaza Trascorrales y acércate por este bar. Su casero laing, su bien trabajado guiso y su generoso guiso de carne están entre esos platos que no hay que dejar de tomar en Bar Campa. De acuerdo con las opiniones de los usuarios, aquí sus camareros ofrecen una espectacular sidra, un excelente cordial y un sorprendente vino. Su sensacional café hará que tu comida parezca aún mejor, lo que, seguramente, te hará volver. La estupenda ubicación de este lugar hace que llegar a él por cualquier medio sea muy sencillo. Muchos visitantes suponen que el personal es afable en este lugar. Su estupendo servicio es un enorme añadido. Pagarás unos precios adecuados por la comida. La mayor parte del tiempo, este bar te ofrece un delicado ambiente. Bar Campa ha logrado un 4,2 según el baremo de valoraciones de Google.",https://es.restaurantguru.com/Bar-Campa-Oviedo-2,https://barcampa.com,https://www.instagram.com/siemprebarcampa/?hl=es
Bar Pio XII, Oviedo,43.3636361,-5.8628159,"C. de Pio XII, 1, Oviedo, Principado de Asturias, España",+34625463540,['10'],"['06:30-23:00', '06:30-23:00', '06:30-23:00', '06:30-23:00', '06:30-23:00', '06:30-00:00', 'Cerrado']",X,70,141,"['Tarjetas de crédito aceptadas', 'No hay entrega', 'Asientos al aire libre', 'Para llevar', 'Reserva', 'No accesible para sillas de ruedas']","Visita este establecimiento y tómate un estupendo café. El bien preparado personal de este bar muestra lo mucho que valora a sus comensales. Su agradable servicio es siempre un placer. Bar Pio XII te permite elegir entre una gran variedad de platos a unos precios adecuados. No dejes de fijarte en su interesante atmósfera. Los usuarios de Google aprecian este lugar: le han otorgado 4,5 estrellas.",https://es.restaurantguru.com/Bar-Pio-XII-Oviedo,X,X
La esquina del Peso, Oviedo,43.3606593,-5.8452514,"C. del Peso, 1, Oviedo, Principado de Asturias, España",+34685660938,"['10', '24']","['08:30-17:00', '08:30-17:00', '08:30-17:00', '08:30-00:00', '08:30-01:00', '09:30-01:00', '09:30-19:00']","['Sin gluten', 'Grill', 'Cocktelerías']",70,351,"['Tarjetas de crédito aceptadas', 'No hay entrega', 'Asientos al aire libre', 'Para llevar', 'Reserva', 'Accesible para sillas de ruedas']","Si la lluvia te ha sorprendido de camino a Parroquia de San Isidoro El Real, refúgiate en este bar. Si nunca te has atrevido a probar la cocina sin gluten, prueba en La esquina del Peso. Aquí vas a poder saborear un atrayente beicon, un sabroso steak tartar y un casero parmesano. Degusta la perfectamente elaborada mermelada o la bien preparada tarta de queso que te ofrece este lugar. Empieza tu comida con un insuperable café. Un aspecto positivo de este lugar es que el personal es muy activo. Su cuidado servicio te hará sentirte especial. Una decoración bonita y su atmósfera delicada ayudan a sus clientes a sentirse relajados. Este bar ha logrado un 4,1 según el baremo de valoraciones de Google.",https://es.restaurantguru.com/La-esquina-del-Peso-Oviedo,X,https://www.instagram.com/laesquinadelpeso/?hl=es
Burger King España, Oviedo,43.3657388,-5.8498086,"C. Nueve de Mayo, 2, Centro Comercial Salesas, Oviedo, Principado de Asturias, España",+34985209854,['10'],"['12:30-22:30', '12:30-22:30', '12:30-22:30', '12:30-22:30', '14:30-22:30', '12:30-22:30', 'Cerrado']","['Comida Rápida', 'Opciones vegetarianas']",64,932,"['Tarjetas de crédito aceptadas', 'Sin asientos al aire libre', 'Entrega', 'Para llevar', 'Accesible para sillas de ruedas']","Acércate a comer después de ver Libreria El Buho Lector. Prueba sus caseros patatas, su atrayente rape y su sabroso pollo. Los helados de esta comida rápida no son muy del agrado de sus usuarios. Burger King ofrece envío a domicilio para así dar un mejor servicio a sus clientes. Una serie de visitantes suponen que en este establecimiento el personal es bueno. La mayoría de críticos creen que el servicio es gratificante. Tan pronto como entras en este establecimiento, notas su bonita atmósfera. Pero este lugar no ha obtenido una puntuación muy alta por parte de los usuarios de Google.",https://es.restaurantguru.com/Burger-King-Oviedo-5,https://burgerking.es,https://www.instagram.com/burgerking_es/?hl=es
Cafetería Saxum, Oviedo,43.3646862,-5.8480474,"C. Caveda, 11, Oviedo, Principado de Asturias, España",+34985225618,['10'],"['08:00-21:00', '08:00-21:00', '08:00-21:00', '08:00-21:00', '08:00-21:00', '08:00-21:00', 'Cerrado']",X,72,157,"['Wifi', 'Tarjetas de crédito aceptadas', 'No hay entrega', 'Asientos al aire libre', 'Para llevar', 'No accesible para sillas de ruedas']","Tras una buena caminata por Libreria Cervantes, ven a este café y descansa un poco. Muchos de sus clientes piden su insuperable café. Muchos visitantes se han dado cuenta de que en este establecimiento el personal es estupendo. Su admirable servicio es un gran beneficio. Sus precios justos son una de esas cosas que se deben resaltar al hablar de Cafetería Saxum. Deberías fijarte en su interesante atmósfera. Los usuarios de Google que visitaron este lugar afirman que la valoración más adecuada es 4,3.",https://es.restaurantguru.com/Cafeteria-Saxum-Oviedo,X,X
Café Gil de Jaz, Oviedo,43.3639558,-5.8524473,"C. Gil de Jaz, 4, Oviedo, Principado de Asturias, España",+34985251788,['10'],"['08:00-20:30', '08:00-20:30', '08:00-20:30', '08:00-20:30', '08:00-20:30', '08:00-20:30', 'Cerrado']",['Española'],78,466,"['Asientos al aire libre', 'Tarjetas de crédito aceptadas', 'No hay entrega', 'Para llevar', 'Accesible para sillas de ruedas']","Si coincide que estás cerca de Calle Uria, visita este bar. En Café Gil de Jaz, te ofrecerán cocina española. Puedes pedir un perfectamente elaborado rape, unos sorprendentes sándwiches vegetarianos y unas atrayentes ensaladas. Este lugar te ofrece su extraordinaria cerveza. No dejes pasar la oportunidad de probar un estupendo café cortado. Es fácil encontrar este lugar gracias a su estupenda ubicación. Comprueba por ti mismo lo creativos que son sus camareros y camareras. Este bar brinda un genial servicio a sus invitados. Muchos usuarios creen que los platos que ofrecen tienen unos precios moderados. Tienes garantizado un interesante ambiente en Café Gil de Jaz. La puntuación media de este lugar en Google es de 4,2.",https://es.restaurantguru.com/Cafe-Gil-de-Jaz-Oviedo,X,X
Papa Johns Pizza, Oviedo,43.366662,-5.8456116,"C/ del Gral. Elorza, 42, Oviedo, Principado de Asturias, España",+34984018174,['10'],"['12:00-00:00', '12:00-00:00', '12:00-00:00', '12:00-00:00', '12:00-00:00', '12:00-00:00', '12:00-00:00']","['Pizza', 'Vegetariana']",62,436,"['Tarjetas de crédito aceptadas', 'Entrega', 'Para llevar', 'Accesible para sillas de ruedas']","Una de las atracciones turísticas locales, Libreria El Buho Lector, está justo al lado de este restaurante, y forma parte de la cultura única de la ciudad. En Papa Johns Pizza te van a servir cocina vegetariana. Muchos críticos han notado que aquí puedes tomar con confianza una buena pizza. Una serie de visitantes consideran que el personal es recomendable en este lugar. La mayoría de clientes suponen que el servicio es cuestionable. Este lugar arropa a sus asiduos con una atrayente atmósfera. Pero este restaurante no es muy querido por los usuarios de Google, quienes le han otorgado una valoración por debajo de la media.",https://es.restaurantguru.com/Papa-Johns-Pizza-Oviedo,X,X
Tacoastur, Principado de Asturias,43.35977,-5.84035,"Calle de Juan Escalante de Mendoza 16, Oviedo, Principado de Asturias, España, 33009",+34653672737,['10'],X,['Mexicana'],68,12,['Reserva'],"Parroquia de Santo Domingo de Guzman es una estupenda atracción turística para aquellos que vienen a comer a Tacoastur tras un largo paseo. La cocina mexicana es famosa en todo el mundo, y sus habituales te aconsejan que la degustes en este lugar. Muchos de sus invitados dicen que aquí los camareros te sirven unas atrayentes fajitas y un sabroso laing.",https://es.restaurantguru.com/Tacoastur-Oviedo-2,X,X
Café Bulevar, Oviedo,43.3684574,-5.8714843,"P.º de la Florida, 22, Oviedo, Principado de Asturias, España",+34655750626,['10'],"['07:00-22:00', '07:00-22:00', '07:00-22:00', '07:00-22:00', '07:00-22:00', '08:00-00:00', '08:00-00:00']",X,72,240,"['Asientos al aire libre', 'Tarjetas de crédito aceptadas', 'No hay entrega', 'Accesible para sillas de ruedas']","De acuerdo con las opiniones de los usuarios, aquí sus camareros sirven una espectacular cerveza. Disfruta de su sensacional café. El personal es aquí alegre, y eso es lo que hace que este café sea tan agradable. Te va a encantar su abnegado servicio. Basándonos en las opiniones de los clientes, los precios son razonables. No te pierdas su cuidada atmósfera. De acuerdo con los comentarios de los visitantes en Google, Café Bulevar merece un 4,3.",https://es.restaurantguru.com/Cafe-Bulevar-Oviedo,X,X
Café El Medieval, Oviedo,43.3707176,-5.8406211,"C. Turina, Oviedo, Principado de Asturias, España",+34984283454,['10'],"['08:00-23:00', '08:00-23:00', '08:00-23:00', '08:00-23:00', '08:00-23:00', '09:30-23:00', 'Cerrado']",X,72,110,"['Asientos al aire libre', 'Tarjetas de crédito aceptadas', 'No hay entrega', 'No es para llevar', 'Accesible para sillas de ruedas']","Nada más visitar Iglesia de San Julian de los Prados, ven a comer algo. Aquí puedes pedir un bien valorado café. La mayoría de usuarios han notado que el personal es cordial en este bar. Descansar y comer aquí es siempre un placer, principalmente por su espectacular servicio. La atmósfera de este establecimiento esta cuidada. Los usuarios de Google le han dado una valoración de 4,3 a Café El Medieval.",https://es.restaurantguru.com/Cafe-El-Medieval-Oviedo,X,X
tapaComelo, Oviedo,43.3557232,-5.8506297,"Munoz Degrain nº2, Oviedo, Principado de Asturias, España",+34984199633,['10'],"['07:30-15:30/19:00-23:00', '07:30-15:30/19:00-23:00', '07:30-15:30/19:00-23:00', '07:30-15:30/19:00-23:00', '07:30-15:30/19:00-23:00', '12:00-15:00', 'Cerrado']",['Española'],74,59,"['Tarjetas de crédito aceptadas', 'No hay entrega', 'Para llevar', 'Reserva', 'No accesible para sillas de ruedas']","Parque de Invierno es un añadido perfecto a la impresión que te va a dejar este bar. Explora aquí el universo de la cocina española. Muchos visitantes indican que el personal es eficiente. TapaComelo es conocido por su tranquilo ambiente. La puntuación global de este lugar en Google es de 4,4.",https://es.restaurantguru.com/TapaComelo-Oviedo,X,https://www.instagram.com/tapa.comelo/?hl=es
Restaurante Esnalar, Oviedo,43.3655953,-5.8518615,"Calle Campoamor, 15, Oviedo, Principado de Asturias, España",+34984101679,"['24', '48']","['Cerrado', '13:30-16:30', '13:30-16:30', '13:30-23:30', '13:30-23:30', '13:30-16:30', 'Cerrado']",['Española'],76,281,"['Tarjetas de crédito aceptadas', 'No hay entrega', 'Asientos al aire libre', 'No wifi', 'No es para llevar', 'No estacionar', 'Reserva', 'Sin TV']","Si te ha dado hambre visitar Libreria El Buho Lector, come algo en este restaurante. En Restaurante Esnalar sirven platos de la cocina española. En este lugar, el modo en que cocinan su perfectamente elaborado rape es garantía de una sabrosa comida. De acuerdo con las opiniones de los críticos, los camareros te ofrecen aquí un bien preparado pastel de frutas. Prueba su irresistible cerveza. La estupenda ubicación de este lugar hace que llegar a él por cualquier medio sea muy sencillo. Un gran número de clientes se han dado cuenta de que el personal esta contento en este restaurante. Su rápido servicio te hará sentirte especial. Los visitantes de Restaurante Esnalar dicen que sus precios les han parecido bajos. Una decoración atrayente y su ambiente distendido ayudan a sus clientes a sentirse relajados. Los usuarios de Google aprecian este lugar: le han dado 4,4 estrellas.",https://es.restaurantguru.com/La-Vida-Diez-Oviedo,X,https://www.instagram.com/restaurante_esnalar/?hl=es
