Alt Imagen Destacada;Nombre;Concejo;Zona;Extensión;Periodo de visita;Altitud máxima;Datos de Contacto;Uso;Servicios;Facebook;Twitter;Youtube;Pinterest;Instagram;Rss;Canal;Url;Archivo;Título;Título;Seleccionar heading;Contenido Texto;Imagen;Pie de foto;ALT de la imagen;TITLE de la imagen;Título;InformacionTexto;Localización;Flora;Fauna;Horarios y Tarifas;Qué ver;OtrosDatos;Q de Calidad;Reserva de la Biosfera;Coordenadas;Slide;Título;Url;Observaciones;Más Información;Trámites relacionados
;Moniello;Gozón;;;;;;;Zona de seguridad Punto panorámico Bar / Cafetería Senderismo Fuente Acceso tráfico rodado Zona de aparcamiento Zona de mesas;;;;;;;;;;;;;;;;;;Área recreativa de pradera, próxima a Moniello en Luanco.;Extensa pradería situada en Moniello a 1,5 Km de Luanco desde la que se divisa la playa de Moniello y la Punta de la Vaca. La figura del Parque Playa se crea en el año 2003 convirtiéndose así en el primero de Asturias con esa denominación. Es un amplia área recreativa que permite aumentar la cantidad de visitantes para que disfruten de este encantador paisaje. Desde Luanco parte una senda que lleva hasta el área recreativa, que cuenta con aparcamiento, senderismo, mesas, duchas/baños, agua, bar y playa.;Nada más entrar a Luanco tomamos una carretera a la izquierda que nos lleva a la Playa de Moniello y al área.;;;;;;;;43.631839,-5.794827;/documents/39908/61701/Moniello_1.jpg/b3e03de9-6ab2-8a72-dec3-a1559fc7c898?t=1674187511955,/documents/39908/61701/Moniello_2.jpg/b754d2d9-7181-f322-30cd-9198dda3c38d?t=1674187513507;Área recreativa Moniello,Área recreativa Moniello;,;;;
;San Antolín de Ibias;Ibias;;;;;;;Zona de seguridad Senderismo Fuente Acceso tráfico rodado Zona de aparcamiento Zona infantil Barbacoa Zona de mesas;;;;;;;;;;;;;;;;;;El Área Recreativa del San Antolín de Ibias está ubicada en un entorno natural a orillas del Río Ibias;Los servicios de piscinas y bar están disponibles entre el 15 de junio y el 15 de septiembre. Dispone de zona infantil, amplios prados y zonas de sombra donde descansar después de una buena parrillada. Desde la misma se pueden iniciar varias rutas de senderismo y a escasos 400 m se encuentra El Aula de La Naturaleza y el Centro de Interpretación de La Palloza de San Antolín, lugar en el que descubrirás las modos de vida, tradiciones y etnografía de la zona, así como la flora y la fauna del Parque Natural de Fuentes del Narcea, Degaña e Ibias y, como no, podrás visitar El Centro de Interpretación de La Palloza, construcción tradicional con techumbre vegetal, en la que vivían sus gentes no hace mucho tiempo atrás.  ;Desde la AS-15, en el Pueblo de La Regla, tomaremos la AS-29 para posteriormente coger la AS-210 en dirección a San Antolín de Ibias. Ya en el pueblo, seguiremos las indicaciones del área recreativa y las piscinas. Una vez crucemos el puente sobre el Río Ibias giraremos a la izquierda, continuando durante 400 m hasta llegar al área recreativa y las piscinas;;;;;;;;43.043026,-6.869108;/documents/39908/61932/Area+recreativa+piscina.jpg/63a16490-b82f-a021-cd3c-2271c05f8b32?t=1674187668771,/documents/39908/61932/Area+recreativa+%281%29.jpg/b081d1b5-9e1c-40b1-335b-7538066b5803?t=1674187667550,/documents/39908/61932/Area+recreativa+%286%29.jpg/deeb7ffb-73a8-0088-4b5f-789ad52a74c6?t=1674187668123,/documents/39908/61932/SanAntolindeIbias_2.jpg/8ef2922e-7ce0-7692-5132-9e2027dda7a4?t=1674187669922;Área recreativa San Antolín de Ibias,Área recreativa San Antolín de Ibias,Área recreativa San Antolín de Ibias,Área recreativa San Antolín de Ibias;,,,;Al lado del Área Recreativa se encuentra el Área de Autocaravanas de San Antolín.;;
;La Malva;Somiedo;;;;;;;Zona de seguridad Senderismo Fuente Acceso tráfico rodado Zona de aparcamiento Zona de mesas;;;;;;;;;;;;;;;;;;Pequeña área recreativa situada en las cercanías de la central eléctrica de La Malva, en Somiedo.;Se encuentra en el Parque Natural de Somiedo, a medio camino entre Pola de Somiedo y Castro, muy próxima al embalse y central eléctrica de La Malva. Dispone de un pequeño aparcamiento, fuente, bancos y mesas de madera. Además es punto de partida de la ruta de Castro PR.AS-13.;Desde Pola de Somiedo tomamos la AS-227, en dirección Belmonte de Miranda y recorridos unos 2 km. Encontramos el área recreativa a la derecha de la carretera.;;;;;;;;43.112219,-6.255878;/documents/39908/61839/LaMalva_1.jpg/938ac3fe-6d27-cf02-f272-042fba8db778?t=1674187605549;Área recreativa La Malva;;;;
;Meandros del Nora;Las Regueras y Oviedo;Centro de Asturias;;;;;;;;;;;;;;;;;;;;;;;;Un sistema fluvial singular declarado Monumento Natural.;Los meandros encajados que el río Nora forma a su paso por el pueblo de San Pedru Nora y hasta su unión con el Nalón en el embalse de Priañes, constituyen una formación hidrogeológica de notable singularidad y rareza. Este Monumento Natural marca los límites entre los concejos de Oviedo y Las Regueras.;Los Meandros del Nora se encuentran entre los concejos de Oviedo y Las Regueras, en el tramo final del río Nora hasta su desembocadura en el río Nalón.;;;;;;;;+43.379901,-5.967698;/documents/39908/44151/Meandros_del_Nora_Las_Regueras_1200x800.jpg/b9f9c700-7c08-4556-06b7-f29f44682493?t=1674172611136,/documents/39908/44151/meandros-del-nora+%283%29.jpg/6ff9b0e1-8e1a-c8b6-309c-e138bc3cf411?t=1674172613320,/documents/39908/44151/meandros-del-nora+%281%29.jpg/15341c20-7f1e-6a60-9e6e-fdd9993b2cac?t=1674172612030,/documents/39908/44151/meandros-del-nora+%282%29.jpg/4674ab0b-2a94-1097-e6a8-afe64bbcfca7?t=1674172612666;Meandros del Nora,Meandros del Nora,Meandros del Nora,Meandros del Nora;,,,;Meandros del Nora;;
;Río Navia;Grandas de Salime, Navia, Allande, Coaña, Illano, Boal, Villayón, Ibias, Pesoz;Occidente de Asturias;99 Km.;;;;;;;;;;;;;;;;;;;;;;;El Navia es uno de los ríos más caudalosos que vierten sus aguas al Mar Cantábrico, debido a esto y a su desnivel es un río con gran aprovechamiento hidroeléctrico;Desemboca en el mar Cantábrico, entre el Cabo de San Agustín y Penafurada, formando la ría de Navia y recorriendo 158 kilómetros. Durante su recorrido actúa en ocasiones como frontera natural entre Lugo y Asturias. Cruza diecinueve municipios aguas abajo, de los cuales siete son asturianos: Ibias, Grandas de Salime, Allande, Pesoz, Illano, Villayón, y Boal. Desembocando en la ría que separa Coaña y Navia. A su paso atraviesa las poblaciones asturianas de Os Coutos (Ibias), Vistalegre (Boal), Pesoz, Doiras (Boal), Arbón (Villayón), Porto (Coaña) y Navia. El río drena diversas áreas sujetas a dos figuras de protección, Monumentos Naturales (Cascadas de Oneta, en Villayón) y LIC (lugares de interés comunitario): el Río del Oro (Allande), Alcornocales de Navia (Allande, Illano y Pesoz, Fuentes del Narcea, Degaña e Ibias (Cangas del Narcea, Degaña e Ibias), Río Navia (Coaña y Navia), Río Ibias (Ibias), Sierra de Los Lagos (Allande y Cangas del Narcea) y el Paisaje Protegido de Las Sierras de Carondio y Valledor (Allande, Grandas de Salime y Villayón). Incluyen protección para el Oso Pardo, Nutrias, Desmán Ibérico, Murciélagos, diversos invertebrados y anfibios, así como alcornocales y robledales. A lo largo de su curso nos encontramos tres embalses, Arbón, Doiras (el segundo aguas arriba) que alimenta las centrales de Doiras y Silvón, y por último Salime. Sus principales afluentes en el Principado son el río Ibias, nace en el Puerto de Cerredo y pasa por Degaña y San Antolín de Ibias, vertiendo sus aguas al embalse de Salime. El río del Oro (que vierte sus aguas al embalse de Doiras) y gran parte de su recorrido discurre por Allande, entrando en Grandas de Salime en las inmediaciones de Villarpedre. Y el río Lloredo que atraviesa Allande y vierte sus aguas al embalse de Arbón. Junto a la Ría de Navia se sitúa también una fábrica de celulosa, conocida coloquialmente como Papelera de Navia, a pesar de no haber producido nunca papel…  ;Discurre por los concejos de Allande, Boal, Grandas de Salime, Ibias, Illano, Pesoz, y Villayón y desemboca en la ría de Navia, límite entre Coaña y Navia. ;;;;;;;;43.527642,-6.72836;/documents/39908/61524/RioNavia1.jpg/4d147f86-26d8-3ff1-5f51-215c967cbfd0?t=1674187377659,/documents/39908/61524/RioNavia2.jpg/eb3a8595-8a0f-2f7d-ecac-bd9575eb3d9a?t=1674187378242,/documents/39908/61524/RioNavia3.jpg/1dd27f0f-341d-9082-e5bd-ee4d78af518e?t=1674187378831,/documents/39908/61524/RioNavia4.jpg/2facae0a-f6f4-1a6d-7769-43bf6b215aef?t=1674187376974;Río Navia,Río Navia,Río Navia,Río Navia;,,,;El afluente más importante del río Navia es el río Ibias que tiene una longitud de 60,5 Km y una superficie vertiente algo superior a los 300 Km cuadrados. Parte de la cuenca alta de este río está incluida en el Parque Natural de las Fuentes de Narcea y del Ibias.  ;;
;Conjunto Lacustre de Somiedo;Somiedo;Centro de Asturias;;;;;;;;;;;;;;;;;;;;;;;;El Monumento Natural del Conjunto Lacustre de Somiedo es un conjunto de lagos de circo glaciar.;Se trata de un conjunto formado por los Lagos de Saliencia (Calabazosa o Lago Negro, Cerveriz, Laguna de Almagrera o La Mina y La Cueva) y el Lago del Valle, así como la zona de alta montaña que los separa, en la que destacan los Picos Albos. Desde el punto de vista geológico, el Monumento Natural está formado por un conjunto de lagos de circo glaciar, originados por procesos de sobreexcavación, y conectados por valles glaciares, entre los que se alza un macizo calcáreo con numerosas formas típicas de erosión glaciar como dolinas, uvalas, poljés, campos de lapiaz, etc. Los Lagos de Saliencia se encuentran catalogados como Punto de Interés Geológico por el Instituto Geominero de España. Hasta hace tan sólo unas décadas estaba en funcionamiento una mina de hierro junto al lago de La Cueva, que le han dado su característico tono rojizo. En las proximidades del lago aún se pueden observar las bocaminas y varias instalaciones de la mina derruidas. En este imponente paraje natural, que forma parte del Parque Natural de Somiedo, se pueden hacer varias rutas de senderismo, y así apreciar desde lo alto la belleza de los lagos. La relativa dureza de algunas partes del camino, se ve recompensada con la vista final que se consigue.;El Conjunto lacustre de Somiedo se encuentra en el municipio de Somiedo y comprende la zona en torno al Lago del Valle, la zona en torno a los lagos de Saliencia, y la zona entre estos lagos y el límite municipal hacia el sur.;;;;;;;;+43.048561,-6.107817;/documents/39908/44037/MonumentoConjuntoSomiedo1.jpg/20b34c17-d5f0-6fe9-8b5e-c1f78528ba56?t=1674172506205,/documents/39908/44037/MonumentoConjuntoSomiedo2.jpg/ca44420d-b6f8-fec6-76cc-76022e01bac2?t=1674172507040,/documents/39908/44037/MonumentoConjuntoSomiedo3.jpg/f7277b1c-7ce2-4bfd-6061-5a7ac176899d?t=1674172507623,/documents/39908/44037/Lago_del_Valle3.jpg/ec0a009e-bd2c-bc18-f2b1-ad5d4f1d1772?t=1674172508231;Conjunto lacustre de Somiedo,Conjunto lacustre de Somiedo,Conjunto lacustre de Somiedo,Lago del Valle;,,,;Conjunto Lacustre de Somiedo;;
;Río Sella;Cangas de Onís, Ponga, Ribadesella, Parres, Amieva;Oriente de Asturias;66;;;;;;;;;;;;;;;;;;;;;;;El Sella es el río más importante del Oriente de Asturias y atraviesa los concejos de Amieva, Cangas de Onís, Parres, Ponga y Ribadesella;Abarca una superficie de 1.246 kilómetros cuadrados y una longitud de 66 Km. Posee dos grandes subcuencas laterales, representadas por los afluentes Ponga y Piloña por la izquierda, mucho más extensos y caudalosos, y Dobra y Güeña por la derecha. Está considerado como uno de los ríos salmoneros más importantes en España. Su entrada en Asturias es a través del Desfiladero de Los Beyos. Al salir de este canal, en Vega de Cien, Amieva, el terreno se vuelve algo más plano aunque sigue siendo estrecho. En Santiyán se une al Río Ponga haciéndose entonces las vegas amplias. Más abajo recibe las aguas del Río Dobra (en Puente Dobra) y podemos encontrarnos con algún meandro como el de Cañu. Llegamos así a Cangues d' Onís/Cangas de Onís donde recibe al Río Güeña, después de pasar bajo el Puente Romano. En Arriondas se encuentra con las aguas del Piloña y siguiendo el curso se une al Río de Parda (en Triongu). En una de las últimas antes de llegar a la Ría de Ribadesella recibe el Arroyo de Cuevas, que tiene la peculiaridad de atravesar la Peña de Cuevas a través de una gruta kárstica, única entrada terrestre al pueblo de Cuevas. En este río nos encontramos con varios puntos de interés, como la Cascada de Aguasalió, en Puente Vidosa (salto de 20 metros de altura en el corazón del Desfiladero de los Beyos), o el Puente Romano de  Cangues d' Onís/Cangas de Onís...;Amieva, Cangas de Onís, Parres, Ponga y Ribadesella.;;;;;;;;43.446688,-5.054596;/documents/39908/61494/RioSella1.jpg/b10daff5-4560-dc40-384e-f94e970349c1?t=1674187352768,/documents/39908/61494/RioSella2.jpg/fc7fbbce-30fc-e29f-5fe3-75e3b4e39194?t=1674187353415,/documents/39908/61494/RioSella3.jpg/bbda44c4-b252-9dde-5ff2-2107032e9515?t=1674187352162,/documents/39908/61494/RioSella4.jpg/1f927b7a-527f-5f56-b888-56da625eef1f?t=1674187354011;Río Sella,Río Sella,Río Sella,Río Sella;,,,;En sus aguas se celebra el Descenso Internacional del Sella, entre los puentes de Arriondas (Parres) y Ribadesella, Fiesta de Interés Turístico Internacional de gran prestigio. ;;
;Embalse de Rioseco;Sobrescobio;Centro de Asturias;4,27;;;;Abastecimiento, usos industriales y aprovechamiento de energía hidráulica.;;;;;;;;;;;;;;;;;;;Embalse, formado por el río Nalón, que se encuentra situado a 4 Km de Rusecu/Rioseco (capital de Sobrescobio) y a 42 km. de Oviedo/Uviéu.;En las cercanías del embalse existen varias rutas de senderismo desde las cuales se pueden contemplar hermosos paisajes. La presencia de anátidas le otorga interés ornitológico y para su observación dispone de una caseta en la cola del pantano. ;Las condiciones de accesibilidad son buenas, llegando desde Rusecu/Rioseco por la carretera AS-17.;;El embalse tiene interés ornitológico por la presencia de anátidas.;;;;;;;/documents/39908/61536/pantano-rioseco+%282%29.jpg/16b09fa7-8235-29f3-ca3d-a9e09f98bec6?t=1674187387185,/documents/39908/61536/pantano-rioseco+%284%29.jpg/06f61af0-6597-7c57-6812-1ce9fbaf38d2?t=1674187388340,/documents/39908/61536/pantano-rioseco+%281%29.jpg/7545da18-266d-6a4b-0d79-94bc017154d0?t=1674187386544,/documents/39908/61536/pantano-rioseco+%285%29.jpg/8f2df94f-2963-e0e8-a1f9-3f9523d4e421?t=1674187388997;Embalse de Rioseco,Embalse de Rioseco,Embalse de Rioseco,Embalse de Rioseco;,,,;Es Refugio de Caza. En sus aguas está totalmente prohibido cualquier tipo de navegación.;;
;Área recreativa de Pulide;Castrillón;Centro de Asturias;;;;;;Zona de seguridad Punto panorámico Senderismo Fuente Acceso tráfico rodado Zona de aparcamiento Zona infantil Barbacoa Zona de mesas;;;;;;;;;;;;;;;;;;Área recreativa situada en el punto más alto de la Sierra de Pulide, próxima a Pillarno, en Castrillón.;Rodeada por arboles que proporcionan sombra y frescor en verano, el área ofrece magníficas panorámicas desde la cordillera a la costa y desde el límite con Galicia a Gijón, avistándose más de la mitad de Asturias en días claros. Dispone de mesas y barbacoas, zona de juegos infantiles, aparcamiento, acceso de vehículos y fuentes de agua potable.;Desde Piedras Blancas parte la CT-2 que tras 3,5 km. nos conduce a Pillarno en dirección a la cueva de Arbedales y la Cruz de Illas. En Pillarno nos desviamos hacia La Laguna y accedemos a Pulide tras una pronunciada ascensión de 2 km.;;;;;;;;43.508414,-6.018340;/documents/39908/61923/ar-pulide+%284%29.jpg/dac9c3a3-97bd-5a43-4f53-1f710efa9791?t=1674187662569,/documents/39908/61923/ar-pulide+%281%29.jpg/2604d701-5f6d-7abe-e0b2-941b982a0dee?t=1674187660546,/documents/39908/61923/ar-pulide+%283%29.jpg/363eb490-b25a-8d74-ee5b-d4c23b3d6baa?t=1674187661802,/documents/39908/61923/ar-pulide+%282%29.jpg/02d0dda7-3324-9c71-6722-0b3ecffb002e?t=1674187661187,/documents/39908/61923/ar-pulide+%283%29.jpg/363eb490-b25a-8d74-ee5b-d4c23b3d6baa?t=1674187661802;Vistas del área recreativa de Pulide,Área recreativa de Pulide,Área recreativa de Pulide,Área recreativa de Pulide,Área recreativa de Pulide;,,,,;;;
;Monumento Natural Playa de Penarronda;Castropol y Tapia de Casariego;Occidente de Asturias;0.228;;;;;;;;;;;;;;;;;;;;;;;La Playa de Penarronda es un Monumento Natural de arena fina en el occidente asturiano.;Esta playa de arena fina, ubicada entre los concejos de Castropol y Tapia de Casariego, ocupa una superficie de 228.000 m2 divididos por el arroyo de Penarronda. En su mitad occidental, los vientos de componente noroeste han creado un campo dunar que da cobijo a una variada flora. Los valores naturales que han llevado a declararla Monumento Natural pueden condensarse en dos datos: marca el extremo occidental de la reducida área de nidificación del ostrero euroasiático y constituye la única localidad de alhelí de mar (Malcomia Littorea) de las costas asturianas.;La Playa de Penarronda se encuentra entre los concejos de Castropol y Tapia de Casariego, entre la Punta de A Robaleira al oeste y la Punta del Corno al este.;;;;;;;;+43.553493,-6.995759;/documents/39908/44052/_MG_8391_Surf+Penarronda.jpg/68889c1f-afc7-e5f9-e7ad-40bbdd84cdd3?t=1674172518081,/documents/39908/44052/MonumentoPlayaPenarronda2.jpg/de031a27-85f8-12cb-cb53-bca61bd433b3?t=1674172516322,/documents/39908/44052/Playa_Penarronda7.jpg/93713c15-c8cf-cb4a-044b-13c40f38febc?t=1674172519362,/documents/39908/44052/MonumentoPlayaPenarronda1.jpg/46c0feb8-9ec1-5fcc-7a68-f04180a74c06?t=1674172515717;Playa de Penarronda,Atardecer en la Playa de Penarronda,Surf en la Playa de Penarronda,Playa de Penarronda;,,,;Prohibido todo tipo de mascotas. ;;
;Rozamayor;Mieres;;;;;;;Zona de seguridad Punto panorámico Senderismo Fuente Acceso tráfico rodado Zona de aparcamiento Barbacoa Zona de mesas Accesible autocares;;;;;;;;;;;;;;;;;;Área recreativa situada en la falda del Monte Polio, en Mieres.;Tiene una amplia panorámica, desde la que se ve gran parte del municipio de Mieres y de la Cordillera Cantábrica.;Desde la antigua carretera de Oviedo a León N-630 y a la salida de Mieres, a la izquierda, después del Polígono Industrial parte una carretera asfaltada que va al pueblo de Rozada de Bazuelo y a la derecha, Vegalafonte. Antes de éste una desviación a Los Felechos conduce al área.;;;;;;;;43.231138,-5.757600;/documents/39908/61878/Mieres1.jpg/3eb1be38-25c2-85ad-af1f-3c5e00e6a0ba?t=1674187641761;Mieres;;;;
;Levinco;Aller;;;;;;;Zona de seguridad Punto panorámico Acceso tráfico rodado Zona de aparcamiento Zona infantil Zona de mesas Accesible autocares;;;;;;;;;;;;;;;;;;Área recreativa cerca de Levinco, en Aller.;Se encuentra ubicada en la localidad de Levinco a pie de la carretera AS-253. Próxima al río Aller y dotada de una zona deportiva y juegos infantiles para el ocio y disfrute.;Desde Cabañaquinta tomamos la AS-253 en dirección al Puerto San Isidro hasta la localidad de Levinco. A la entrada del pueblo, en el margen derecho de la carretera, hay un amplio aparcamiento y a pocos metros se encuentra el área recreativa, junto a una zona deportiva.;;;;;;;;43.151864,-5.601839;/documents/39908/61731/Levinco_1.jpg/8852095a-ae6d-7bec-02aa-e395e3a7c2c0?t=1674187531368;Aller;;;;
;Río Barayo;Navia, Valdés;Occidente de Asturias;5-10 Km.;;;;;;;;;;;;;;;;;;;;;;;Nace en Busmargalí, en el concejo de Navia, y después de un recorrido de 5-10 Km., desemboca en el mar Cantábrico, en la Playa de Barayo.;El río Barayo, límite natural de los concejos de Valdés y Navia, forma en su desembocadura un espectacular estuario de alto valor natural y calidad paisajística. Tras el estuario el cauce discurre por la antigua marisma, realizando en su último tramo un brusco giro al oeste, obligado por los cordones dunares de la trasplaya. Tras las dunas, el río forma meandros rodeados de juncales y cañaberales.;Nacimiento: Busmargalí, en el concejo de Navia. Desembocadura: Playa de Barayo.;;;;;;;;43.559994,-6.617209;/documents/39908/61527/RioBarayo1.jpg/efb7fe58-29b4-e13f-fecb-7aa051e28421?t=1674187379488;Río Barayo;;Su afluente es el río'l Bidular.;;
;La Isla;San Martín del Rey Aurelio;;;;;;;Zona de seguridad Senderismo Acceso tráfico rodado Zona de aparcamiento Zona infantil Zona de mesas Accesible autocares;;;;;;;;;;;;;;;;;;El área recreativa se encuentra en las inmediaciones de Blimea, en San Martín del Rey Aurelio.;Es un espacio verde y deportivo que consta de cancha de tenis, pista finlandesa, equipamientos para juegos infantiles, equipamientos para juegos gerontológicos, mesas y bancos.;Desde Blimea tomamos el desvío hacia San Mamés por la AS-17.;;;;;;;;43.267117,-5.590174;/documents/39908/61833/LaIsla_1.jpg/3b1ee731-59d6-39af-dedd-cf9d51e17612?t=1674187602536,/documents/39908/61833/LaIsla_2.jpg/bc82a8cd-c55e-79f4-0f93-e947391b393e?t=1674187603216,/documents/39908/61833/LaIsla_3.jpg/822f7b23-dbf5-ac94-e196-d5595eb6afcc?t=1674187603783,/documents/39908/61833/LaIsla_4.jpg/19b871de-c755-2069-b3e1-cad5e693762d?t=1674187604359;Área recreativa La Isla,Área recreativa La Isla,Área recreativa La Isla,Área recreativa La Isla;,,,;;;
;Foces de El Pino;Aller;Centro de Asturias;;;;;;;;;;;;;;;;;;;;;;;;Este angosto desfiladero de roca caliza ha sido declarado Monumento Natural.;Las Foces de El Pino son un angosto desfiladero formado por el río del mismo nombre en su tramo medio, donde la banda rocosa de calizas de Peña Redonda es tallada por el río, formando paredes casi verticales y donde la anchura en ocasiones no supera los 6 metros. En el fondo discurren las aguas rompiendo en numerosos rápidos y cascadas. En el camino de subida, se encuentran praderas y plantaciones de castaño. A medida que se asciende, aparecen los hayedos y robledales, y ya en las hoces, son pocas las especies que consiguen vivir en las verticales paredes, destacando el tejo y el escuernacabras, que crece en las fisuras de la roca.;Las Foces de El Pino se encuentran en el municipio de Aller, en las proximidades de la localidad de El Pino.;;;;;;;;+43.095218,-5.519042;/documents/39908/44148/Foces_de_El_Pino_Aller_Arnaud_Espani.jpg/6d818b22-0b75-edbb-74a9-1969785e20cf?t=1674172608299,/documents/39908/44148/Foces_de_El_Pino_Aller_Camilo_Alonso.jpg/d75613b5-8d6d-3d92-70e5-354235285fe6?t=1674172609059,/documents/39908/44148/MonumentoFocesPinu1.jpg/162bac5f-df5b-3b82-bab8-57ed8e372270?t=1674172607653;Foces de El Pino,Foces de El Pino,Foces de El Pino;,,;Foces de El Pino;;
;Sistema del Jitu;Cabrales y Onís;Oriente de Asturias;;;;;;;;;;;;;;;;;;;;;;;;Cavidad de origen kárstico declarada Monumento Natural.;Al sur de la Vega de Ario se encuentra una importante depresión llamada el Jou la Cistra, surcada de profundos lapiaces y otras depresiones menores, dolinas y jous. En su subsuelo se desarrolla el sistema del Jitu y el pozo del Jultayu, un complejo sistema subterráneo, con un desarrollo de unos 8 kilómetros cuya abertura inicial se sigue por una sucesión de estrechos pozos que alcanzan un primer caudal de agua, el cual se sume en un sifón secundario. El Sistema del Jitu es también interesante a nivel biológico, pues se ha descubierto en él un nuevo género y especie de diplópodo, Asturasoma Fowleri.;El Sistema del Jitu se encuentra entre los municipios de Onís y Cabrales, cerca del refugio de Vega de Ario, en el Macizo del Cornión de los Picos de Europa.;;;;;;;;+43.2405,-4.92692;/documents/39908/44073/MonumentoSistemaJitu1.jpg/4348abb9-1ea2-0f2e-d3b9-f87a6b672aa1?t=1674172541054;Sistema del Jitu;;;;
