Nombre;Zona;Tipo;Municipio;Localidad;Días;Email;Web;Facebook;Twitter;Youtube;Pinterest;Instagram;Rss;Canal ;Url;Descripción Corta;Descripción;Coordenadas;Slide;Título;Url
Fiesta de los Pimientos Rellenos;Centro de Asturias;Fiesta de interés turístico del Principado de Asturias;San Martín del Rey Aurelio;Blimea;8 Diciembre;;;;;;;;;;;Único certamen dedicado a los pimientos rellenos en Asturias, con una dilatada tradición de cuarenta años;Es una fiesta única dado que se trata del único certamen dedicado a los pimientos rellenos en Asturias, con una dilatada tradición de cuarenta años. Además de las manifestaciones gastronómicas propiamente dichas, que son la esencia de la fiesta, existe un amplio programa de actos culturales. La celebración dura varios días en el transcurso de los cuales se presenta el Pregón de los Pimientos Rellenos con la entrega del Pimiento de Oro, además de tener lugar conciertos, actuaciones folclóricas, concurso de pimientos rellenos, representaciones teatrales, mercadillo de segunda mano, canción asturiana, fútbol, bolos, juegos para niños, etc. Muchísimo ambiente y animación en este homenaje gastronómico y cultural al pimiento morrón relleno de carne o de bonito. En definitiva, una fiesta que conecta con la cultura de la cuenca minera de cultivar el arte culinario y la exaltación de la amistad en torno a una mesa saludable y siempre dispuesta a sorprender. Más información;43.272993, -5.589371;/documents/39908/63537/Fiesta_de_los_Pimientos_1.jpg/58990e72-ea67-deb4-964e-f8833912c35b?t=1674191417320,/documents/39908/63537/Pimientos_Rellenos_Blimea_SMRA.jpg/020765d7-4c8d-7a8f-c1cf-2a4ef538d948?t=1674191416691,/documents/39908/63537/02145_Fiesta_de_los_Pimientos_Rellenos_Blimea_SMRA.jpg/4a10513f-47e2-728c-abe7-3351e1ab915c?t=1674191414721,/documents/39908/63537/Blimea.jpg/126d2a46-0497-2437-99b9-5ea14b59c2f5?t=1674191416078;Pimientos rellenos,Pimientos rellenos,Comensales a la mesa,Blimea;,,,
Descenso a Nado de la Ría de Navia;Occidente de Asturias;Fiesta de interés turístico nacional;Navia;Navia;4 Agosto;;https://rianavia.com/es/;;;;;;;;;Descenso a Nado de la Ría de Navia, con el deporte como emblema;Es una fiesta que combina deporte, cultura y tradición. El Descenso a Nado de la Ría de Navia es una de las pruebas de natación de larga distancia más conocidas y valoradas del continente europeo, y a ella acuden nadadores de ámbito internacional, y miles de espectadores apasionado de este deporte y del privilegiado entorno de la ría de Navia. Esta competición deportiva es todo un clásico que viene celebrándose en la villa asturiana de Navia desde finales de los años 50 del siglo XX. Desde principios del siglo XX existe una gran tradición deportiva vinculada a la natación en la zona de Navia, que tiene su punto culminante con el nacimiento y desarrollo de esta gran prueba, que va acompañada de multitud de actos culturales y festivos, relacionados con las tradiciones del occidente de Asturias. El verano asturiano tiene uno de sus momentos culminantes con esta fiesta, que pone de manifiesto el gusto por el deporte, la cultura, y la fiesta en el entorno de la ría de Navia, en cuyas proximidades desde muy antiguo ha existido gran actividad comercial, pesquera, etc. con los consiguientes asentamientos de población. Más información;43.549866, -6.725556;/documents/39908/63387/descenso-nado-ria-navia+%281%29.jpg/d4283707-226e-0de3-aa0f-df6ae5512975?t=1686914448193,/documents/39908/63387/descenso-nado-ria-navia+%285%29.jpg/d1e9fd46-ef35-bfd7-2ce0-416f7c8e15b1?t=1686914460195,/documents/39908/63387/descenso-nado-ria-navia+%287%29.jpg/6fd5dcdd-d831-bd8c-d5ac-8929e14c4436?t=1686914470776,;,,,Descenso a nado de la ría de Navia;,,,https://www.youtube.com/watch?v=eCMNg5jeW40
Festival de Bandes de Gaites Villa de Candás;Centro de Asturias;Fiesta de Interés Turístico del Principado de Asturias;Carreño;Candás;Julio (25 a 28);;;;;;;;;;;O el sonido de la tradición;El Festival de Bandes de Gaites Villa de Candás lleva dos décadas creciendo y consolidándose como una de las grandes citas musicales del verano asturiano en la costa central de la región. La villa de Candás ha sabido aglutinar de manera notable el auge experimentado por la cultura popular y tradicional asturiana, y este festival es un claro exponente lúdico y cultural del momento histórico que vivimos. Bandas llegadas de diferentes lugares llenan y animan las calles candasinas, inundándolas de cultura, música y alegría, en un ambiente que destila asturianía por los cuatro costados. Más información;43.588434, -5.767592;/documents/39908/63393/Festival_de_Bandes_de_Gaites_Villa_de_Candas.jpg/0b0e1b8c-3acf-ce3d-0b89-82fddd9bd16f?t=1674191234779,/documents/39908/63393/Festival_de_Bandes_de_Gaites_Villa_de_Candas_1.jpg/cdda1f65-7cab-a7dd-02a9-1a4067d848ac?t=1674191235362,/documents/39908/63393/Festival_de_Bandes_de_Gaites_Villa_de_Candas_2.jpg/f568f74a-5551-10d4-c9e4-918bf64e920e?t=1674191236010,/documents/39908/63393/Festival_de_Bandes_de_Gaites_Villa_de_Candas_3.jpg/0857a0ce-4b6f-b2a9-a567-c23e117a9b9e?t=1674191236631;Festival de Bandes de Gaites Villa de Candás,Festival de Bandes de Gaites Villa de Candás,Festival de Bandes de Gaites Villa de Candás,Festival de Bandes de Gaites Villa de Candás;,,,
Feria de la Miel de Boal;Occidente de Asturias;Fiestas y Actividades de Interés Turístico del Principado de Asturias;Boal;Boal/Bual;Noviembre (2 y 3);;;;;;;;;;;La Feria de la Miel de Boal es todo un referente para el sector en Asturias. Un evento que cuenta con más de tres décadas de antigüedad, y que se ha consolidado como todo un referente en el calendario lúdico y festivo de Asturias;Esta Feria es un ejemplo de potenciación de los elaboradores y comerciantes locales, en torno al producto estrella de este concejo: la miel. De ahí la importancia comercial, cultural y lúdica de este acontecimiento que cada otoño, anima el concejo de Boal. Las calles de la capital boalense se ambientan en todos sus rincones, con un mercado de productos autóctonos, siempre saludables, ricos y, en términos generales muy ecológicos. Y la miel de Boal, considerada exquisita y muy natural, haciendo de "buque insignia". Un amplio programa de actos culturales y turísticos completa el atractivo de esta Feria, que además es una ocasión de ideal para conocer la capital del concejo, y también otros lugares de interés en las proximidades. Boal aúna bellos paisajes, una cultura ancestral, una rica historia, una sabrosa cocina y gentes de los más hospitalario, y todo ello endulzado con la rica miel de la zona. Más información;43.428673, -6.818063;/documents/39908/63450/feria-miel-boal+%281%29.jpg/8c0c788f-11ab-6e96-0fec-e0622cd297d6?t=1674191303763,/documents/39908/63450/feria-miel-boal+%283%29.jpg/5d59d638-9f32-ae5b-8ab5-67bb37cf3d90?t=1674191304923,/documents/39908/63450/feria-miel-boal+%284%29.jpg/a38698ab-9a4d-9424-5f23-b84a93e66412?t=1674191305544,/documents/39908/63450/feria-miel-boal+%282%29.jpg/e2325cca-44f5-1f47-8196-425f984dd4e0?t=1674191304338;Feria de la Miel de Boal,Feria de la Miel de Boal,Feria de la Miel de Boal,Feria de la Miel de Boal;,,,
Descenso Folklórico del Nalón;Centro de Asturias;Fiesta de Interés Turístico Nacional;Laviana;La Pola Llaviana/Pola de Laviana;24 agosto;;https://descensodelnalon.es/;https://www.facebook.com/pages/Descenso-Folkl%C3%B3rico-del-Nal%C3%B3n-Laviana/225061954303948;;;;;;;;Cuando el río se viste de gala;El Descenso Folklórico del Nalón es un desfile acuático y de tono humorístico que se celebra en el río Nalón a su paso por el concejo de Laviana. Se trata de un festival lúdico en el que la gente, y los distintos grupos y peñas descienden por el río con diferentes embarcaciones de creación propia, las cuales se refieren a temáticas diferentes, algunas de ellas de candente actualidad. El desfile comienza cuando la gente se dirige hacia Puente de Arco (Puente d'Arcu), donde se entona la canción popular de Chalaneru, a modo de himno. De manera que una vez cantada se inicia el descenso por el río para llegar al puente de La Chalana, kilómetro y medio más abajo. En el curso del río, los participantes sortean con imaginación, buen humor y trabajo en equipo todo tipo de dificultades hasta llegar a la meta establecida, donde aguardan miles de personas y hay muchísimo ambiente festivo. Tiene lugar en agosto - habitualmente en la segunda quincena - coincidiendo con la celebración de las fiestas patronales de la Virgen de Otero, en la capital del concejo, La Pola Llaviana/Pola de Laviana. Es un auténtico carnaval fluvial de verano con mucho sabor y colorismo. Más información;43.237875, -5.544184;/documents/39908/3978000/Descenso_folklorico_del_nalon%281%29.jpg/74af8906-63b0-a569-82c7-a41fe3680470?t=1707378687138,/documents/39908/3978000/Descenso_folklorico_del_nalon%282%29.jpg/ba59d5ff-22db-7ee7-2a94-4f7cc16f2267?t=1707378689435,/documents/39908/3978000/Descenso_folklorico_del_nalon%283%29.jpg/33ac2096-193f-0233-1862-a9ab95699944?t=1707378690845,/documents/39908/3978000/Descenso_folklorico_del_nalon%284%29.jpg/ae6f866d-3cc1-4a2a-34ed-2205ec8ceeed?t=1707378692515,/documents/39908/3978000/Descenso_folklorico_del_nalon%285%29.jpg/e9de49e1-4e75-0ea0-54e2-57a8bf516368?t=1707378694333,/documents/39908/3978000/Descenso_folklorico_del_nalon%287%29.jpg/1d48bfdd-2c73-cc89-d78f-18f56ab345ec?t=1707379135667;Descenso folclórico del Nalón,Descenso folclórico del Nalón,Descenso folclórico del Nalón,Descenso folclórico del Nalón,Descenso folclórico del Nalón,Descenso folclórico del Nalón;,,,,,
Fiesta Gastronómica "Su Excelencia la Fabada";Centro de Asturias;Fiesta de Interés Turístico del Principado de Asturias;Langreo;La Felguera;Segundo fin de semana de diciembre;;;;;;;;;;;La originalidad y gran parte del atractivo de este evento tiene su fundamento en los actos que acompañan a la celebración;La lectura del pregón es uno de los momentos que concita más expectación, dado que habitualmente su lectura corre a cargo de una personalidad - ya sea de ámbito local, regional o nacional -, vinculada al mundo de la gastronomía, de la política o de la información. Y además, como colofón, este acto está amenizado por una banda de gaitas y un coro. Por su parte, en el transcurso del acto del pregón se hace entrega del premio del Concurso Internacional de Fotografía "La mina y el mar", y los visitantes pueden disfrutar con la exposición de las obras más destacadas de este concurso. Una exposición que después se hace itinerante por diferentes localidades de Asturias. Asimismo, hay degustación de fabada durante los tres días de la fiesta en los restaurantes de La Felguera (Langreo). Y por supuesto, otro motivo de atracción festiva es el concurso de fabada. Es indudable que, además del gran ambiente festivo-gastronómico que se da en La Felguera, la singularidad de esta celebración tiene también su razón de ser en el producto: les fabes son eminentemente asturianas, y uno de los principales emblemas culinarios de Asturias. Con casi 40 años de antigüedad, esta fiesta se celebra durante el segundo fin de semana del mes de diciembre. Más información;43.30910147371246, -5.695647964606221;/documents/39908/63585/FIT-Fiesta+gastron%C3%B3mica+Su+Excelencia+la+Fabada+%287%29.jpg/1c1437a8-18b4-8ece-fefd-762b98e01e05?t=1674191471901,/documents/39908/63585/FIT-Fiesta+gastron%C3%B3mica+Su+Excelencia+la+Fabada+%286%29.jpg/c8396e60-af21-ed6c-002c-e0d4cb1b72d5?t=1674191471290,/documents/39908/63585/FIT-Fiesta+gastron%C3%B3mica+Su+Excelencia+la+Fabada+%285%29.jpg/72534741-e91c-25f6-dadc-a20c5b92663f?t=1674191470557,/documents/39908/63585/FIT-Fiesta+gastron%C3%B3mica+Su+Excelencia+la+Fabada+%284%29.jpg/092db922-07b0-1eef-81b3-f6e900374c95?t=1674191469832;Fiesta Gastronómica Fabada 1,Fiesta Gastronómica Fabada 2,Fiesta Gastronómica Fabada 3,Fiesta Gastronómica Fabada 4;,,,
El Carmen de Torazo;Oriente de Asturias;Fiesta de interés turístico del Principado de Asturias;Cabranes;Torazu;25 agosto;;;;;;;;;;;O el desfile de ramos más multitudinario;El último domingo del mes de agosto Torazu se viste con sus mejores galas para celebrar el Carmen. Este pueblo del concejo de Cabranes, muy conocido por haber sido Pueblo Ejemplar de Asturias en el año 2008, y por aunar en perfecta armonía la arquitectura tradicional con la indiana - debida a la emigración americana de alguno de sus vecinos -, es realmente un lugar acogedor y vistoso, donde además la festividad del Carmen se celebra a lo grande y a destiempo, pero viene siendo así desde hace siglos. Aunque la Virgen del Carmen es el 16 de Julio, en Torazu la celebran mes y medio más tarde, y cuenta la tradición que este cambio de fecha tal vez fue debido a que tenía que estar recogida la cosecha de escanda, para así poder elaborar los panes que tradicionalmente se ofrecen a la Virgen en señal de gratitud. El domingo las celebraciones comienzan bien temprano con un pasacalles, y el momento más esperado y espectacular - que además es una tradición centenaria – es el desfile de ramos, protagonizado por los vecinos de los distintos barrios ataviados con el traje regional. Este desfile es uno de los más multitudinarios y coloristas de toda Asturias, y sin duda la nota distintiva del Carmen de Torazo, cuya fiesta se remata con una verbena por todo lo alto. Más información;43.395103, -5.400710;/documents/39908/63426/fit_carmen_torazo1.jpg/9fd70e7c-8592-bf4a-1d36-784df7dcadba?t=1674191273865,/documents/39908/63426/fit_carmen_torazo2.jpg/eddb57ee-90ef-2886-7326-a2af9225f79d?t=1674191274631,/documents/39908/63426/fit_carmen_torazo3.jpg/d456891d-d50b-5e45-dd6f-4227644c54c4?t=1674191275272,/documents/39908/63426/fit_carmen_torazo4.jpg/1d57bc49-190f-5dcc-7db6-06a06fcf1bc4?t=1674191276126;Fiesta del Carmen,Fiesta del Carmen,Fiesta del Carmen,Fiesta del Carmen;,,,
Festival del Arroz con Leche;Oriente de Asturias;Fiesta de interés turístico del Principado de Asturias;Cabranes;Santolaya;Segundo domingo de Mayo;;;;;;;;;;;Para endulzar la vida;Una de las fiestas más dulces de todo el año llega el segundo domingo del mes de mayo y tiene lugar en Cabranes, más concretamente en su capital Santolaya, coincidiendo con las fiestas de San Francisco de Paula. Precisamente el domingo es el día grande de estas fiestas y qué mejor forma de celebrarlo que con el ya famoso Festival del Arroz con Leche. Muchas son los competidores en este certamen, cada uno con su singular sapiencia y receta a la hora de elaborar el arroz con leche más sabroso del mundo. Simultáneamente al certamen, se celebra un mercáu tradicional de artesanía y productos agroalimentarios. Además es posible degustar gratuitamente arroz con leche durante toda la mañana, y adquirir tarrinas conmemorativas del festival. La animación, la música, el ambiente, los homenajes vecinales y la presencia de la Cofradía del Arroz con Leche son algunos elementos que aderezan una fiesta perfecta para "llambiones" (golosos), en un marco incomparable y panorámico como es Santolaya. En realidad es una forma ideal para endulzar la primavera. Más información;43.417155, -5.409958;/documents/39908/63375/Festival_del_Arroz_con_Leche.jpg/ea6c82b8-66fd-ae4e-8aaa-326b4ca6c83b?t=1674191215285,/documents/39908/63375/Festival_del_Arroz_con_Leche_1.jpg/0261bf4e-378f-ff6d-391c-b817686c7785?t=1674191215932,/documents/39908/63375/Festival_del_Arroz_con_Leche_2.jpg/272d2e9d-308c-55d8-4e12-ceadb7377605?t=1674191216654,/documents/39908/63375/Festival_del_Arroz_con_Leche_3.jpg/ed990455-a1ae-abd9-63f5-fde06cb5f768?t=1674191217309;Festival del Arroz con Leche de Cabranes,Festival del Arroz con Leche de Cabranes,Festival del Arroz con Leche de Cabranes,Festival del Arroz con Leche de Cabranes;,,,
Jornadas Gastronómicas de la Matanza de Amieva y Alto Sella;Oriente de Asturias;Fiesta de interés turístico del Principado de Asturias;Amieva y Ponga;Varias localidades;Febrero (todos los fines de semana);;http://www.lasjornadasdelamatanza.com/;;;;;;;;;O el eterno homenaje a los rituales de supervivencia más antiguos;La cocina de la matanza (refiriéndose a la cultura gastronómica del cerdo que existe en Asturias), es extensa y variada, tanto en productos como en recetas. Y concretamente en la zona de Amieva y el Alto Sella es muy característica, y ha erigido desde hace dos décadas en uno de los grandes reclamos promocionales de esta parte del oriente de Asturias. Estas jornadas, que se celebran cada año todos los fines de semana del mes de febrero, están declaradas de Interés Turístico Regional, y han convertido platos como la sopa de hígado, el pote de berzas, la borona preñada, les manos de gochu (cerdo), los callos, la lengua estofada, el boronchu fritu, el picadillo, o el lomo frito en verdaderos clásicos del invierno gastronómico asturiano, especialmente en zonas de montaña y aldea. Estas jornadas son cita obligada para los amantes de la buena mesa, y de la cocina tradicional asturiana vinculada a ancestrales tradiciones y a la supervivencia en el mundo rural. Se han convertido además en la excusa ideal para disfrutar del turismo rural. Más información;43.277533, -5.137023;/documents/39908/63402/Jornadas_Gastronomicas_de_la_Matanza_de_Amieva_y_Alto_Sella.jpg/7136175f-2f15-f8fb-ffc8-9f720974600b?t=1674191245436,/documents/39908/63402/Jornadas_Gastronomicas_de_la_Matanza_de_Amieva_y_Alto_Sella_2.jpg/dfb8ae3b-69a2-6c51-f985-83db7912c0f3?t=1674191246573,/documents/39908/63402/Jornadas_Gastronomicas_de_la_Matanza_de_Amieva_y_Alto_Sella_1.jpg/015cd0ec-d715-4ecf-cd37-c79d5daad837?t=1674191246000,/documents/39908/63402/Jornadas_Gastronomicas_de_la_Matanza_de_Amieva_y_Alto_Sella_3.jpg/f6b54751-88c1-2952-21c2-1d82ececd9c2?t=1674191247390;Jornadas Gastronómicas de la Matanza de Amieva y Alto Sella,Jornadas Gastronómicas de la Matanza de Amieva y Alto Sella,Jornadas Gastronómicas de la Matanza de Amieva y Alto Sella,Jornadas Gastronómicas de la Matanza de Amieva y Alto Sella;,,,
Fiesta de El Guirria y del Aguinaldo;Oriente de Asturias;Fiesta de Interés Turístico del Principado de Asturias;Ponga;San Xuan/ San Juan de Beleño;1 Enero;;;;;;;;;;;Fiesta de El Guirria y del Aguinaldo: primera mascarada del año en Asturias;La Fiesta de El Guirria y del Aguinaldo tiene lugar el 1 de enero en San Xuan/San Juan de Beleño, la capital del concejo de Ponga. Esta celebración dibuja de tradición ancestral y romanticismo el día de año nuevo. El Guirria, un enmascarado mitológico - mitad trasgu, mitad personaje carnavalesco – va haciendo de las suyas con las mujeres durante todo el día: las achucha, las abraza y las besa. Es como una gran obra teatral por todo el pueblo, que se desarrolla tanto al aire libre como a cubierto. Escoltado por hombres a caballo, el Guirria es un personaje casi invulnerable para el año que comienza. El papel lo interpreta habitualmente un mozo del concejo - cuya identidad se mantiene en el anonimato -, que va dando besos a las mozas que encuentra en su camino y echa ceniza y da palos a quien trate de impedirlo. Entretanto, los aguinalderos van pidiendo por las casas a lomos de sus lustrosos caballos, siendo una especie de corte de la casi fantasmal incursión del Guirria por las calles y casas de San Xuan/San Juan de Beleño. Por cierto en las casas, los vecinos generosamente les dan de comer y beber a tan insignes visitantes. Y así entre las coplas de felicidad de los aguinalderos, la desinhibición romántica del guirria y la complicidad de los vecinos empieza gozosamente un nuevo año. Más información;43.191030, -5.165577;/documents/39908/63600/Guirria.jpg/260ae123-c14c-40ad-5b85-2d4d804f57eb?t=1674191488931,/documents/39908/63600/guirria_5.jpg/c5eb9527-ef0b-3f13-9646-5be04afb5a32?t=1674191490275,/documents/39908/63600/guirria_4.jpg/f8b1cef7-e225-351a-7dc8-e714279a5d33?t=1674191489608,/documents/39908/63600/Guirria_Recibiendo_Aguinaldo_Ponga.jpg/1966133a-1ebd-f16f-51b9-2ddd58f1a139?t=1674191492239;Fiesta del Aguinaldo y del Guirria,Fiesta del Aguinaldo y del Guirria,Fiesta del Aguinaldo y del Guirria,Fiesta del Aguinaldo y del Guirria;,,,
Fiestas de San Antonio de Padua;Oriente de Asturias;Fiesta de Interés Turístico del Principado de Asturias;Cangas de Onís;Cangues d´Onis/Cangas de Onís;13 Junio;;;;;;;;;;;Asturianía y devoción, joguera y juerga;Las Fiestas de San Antonio de Padua en Cangues d' Onís/Cangas de Onís engalanan la ciudad y su ambiente a tope y son el preludio perfecto del verano en un lugar que siempre está a rebosar de propios y foráneos. Aunque las fiestas se prolongan durante varios días, el Día Grande es el 13 de junio, festividad del Santo. Las calles y rincones cangueses se visten de asturianía con banderas, banderines, miles de personas con el traje regional, grupos folclóricos, bandas de gaitas y muchísima animación. Los voladores marcan el inicio de una jornada de fiesta en la que no falta la misa, la procesión y la subasta del ramu, y donde la sesión vermú, y la comida con familiares y amigos llegados del mundo entero se convierte en un ritual renovado cada año. Tanto en Cangues d´Arriba como en el centro de la ciudad la fiesta se prolonga hasta altas horas de la madrugada, y un dato importante es la hospitalidad canguesa, donde nadie se siente extranjero ni excluido de la fiesta. La noche anterior, y en el robledal de la capilla de San Antonio, tiene lugar la famosa "joguera", y es todo un espectáculo ver los imponentes saltos sobre el fuego de lugareños y visitantes. Más información;43.350903, -5.127389;/documents/39908/63621/Fiestas_de_San_Antonio_de_Padua_Cangues.jpg/9569088b-f759-94ad-b88d-7afc2ce7f1ff?t=1674191526524,/documents/39908/63621/Fiestas_de_San_Antonio_de_Padua_Cangues_1.jpg/07fa7e7d-e732-37d2-2760-0b49827a9661?t=1674191527134,/documents/39908/63621/Fiestas_de_San_Antonio_de_Padua_Cangues_2.jpg/813b2b7a-d449-5f9d-6b3b-e15a6ab05197?t=1674191527755,/documents/39908/63621/Fiestas_de_San_Antonio_de_Padua_Cangues_3.jpg/94acc094-6db4-7e67-c796-a846e05dbda2?t=1674191528605;Fiesta de San Antonio de Padua,Fiesta de San Antonio de Padua,Fiesta de San Antonio de Padua,Fiesta de San Antonio de Padua;,,,
Fiesta de los Exconxuraos;Centro de Asturias;Fiesta de Interés Turístico del Principado de Asturias;Llanera;Recinto Ferial de Llanera;Primer fin de semana de julio;;;;;;;;;;;O las sonoras gestas medievales;Los "Exconxuraos" de Llanera son la conmemoración de un hecho histórico que tuvo lugar en el Concejo hace mucho tiempo y cuya conmemoración retomaron los vecinos de este céntrico municipio asturiano hace poco más de una década. Hacia el año 1408, sin que podamos fijar la fecha exacta, los vecinos del Concejo de Llanera, sujetos al señorío jurisdiccional de la sede episcopal ovetense, cansados de soportar los "agravios e sinrazones" que recibían "de algunos comenderos de Don Guillén", obispo a la sazón se declaran en abierta rebeldía contra su autoridad. Como consecuencia de ello se les imponen las graves penas canónicas típicas de estos casos, pronunciando sentencia de excomunión y entredicho sobre los moradores del concejo rebelde y todo su territorio. Los de Llanera, haciendo caso omiso de la coacción abandonan su postura manteniendo con firmeza la rebeldía por espacio de cuatro años. Enmudecieron las campanas de las iglesias del Concejo. Durante cuatro años iban a permanecer cerradas sus puertas y los clérigos que las servían iban a dejar de celebrar en ellas los oficios dominicales y de ejercer la cura de almas sobre sus parroquianos privados de la consoladora bendición postrera de la Iglesia y del derecho a recibir sepultura eclesiástica. El día 17 de febrero de 1412, fallecía en Oviedo D. Guillén. Poco tiempo después, en el mes de junio del mismo año, era promovido a la silla ovetense el leonés Diego Ramírez de Guzmán. El 26 de junio, reunidos el Dean y el cabildo de la Iglesia ovetense, confieren plenos poderes a Alvar Fernández arcediano de Tineo, Alvar Pérez, chantre, y Alvar Fernández, canónigo y bachiller de decretos, para que en su nombre y "con consello e acuerdo" del vicario general del nuevo prelado en la administración espiritual y temporal de la Iglesia y obispado de Oviedo adaptasen las medidas encaminadas a poner fin a las tensiones existentes entre el obispo, Dean y cabildo, de otra parte, y "todos los omes fillosdalgo e foreros moradores del concello de Llanera" de la otra. Dos días después de la asamblea capitular, el miércoles 27 de julio, en presencia de varios notarios y representantes de la nobleza comarcana, previa convocatoria formal por su alcalde, se reúnen en concejo en Posada –centro geográfico del territorio los "omes bonos fillosdalgo e foreros de Llanera" para retornar a la obediencia de D. Diego y de su Iglesia. El Concejo designa a su personero Juan Fernández para que en nombre de todos manifieste solemnemente ante los delegados de la autoridad asistentes al acto esa firme resolución y la promesa de no volver a rebelarse en lo sucesivo contra sus señores "en las dichas cosas". Cumplida por el personero concejil esta gestión, la asamblea vecinal pide al delegado episcopal allí presente que les absuelva de las sentencias de excomunión en que estaban incursos, levante entredicho que pesaba sobre todo el territorio y "les remitiese cualesquier penas e calumnias, sacrilegios e indicias y por la dicha razón habían caído". En respuesta a estas peticiones, el provisor y vicario general de D. Diego y los procuradores del Dean y cabildo muestran hacia los rebeldes una generosa actitud conciliadora que se manifiesta a través de una triple declaración de voluntad… les levantan las penas en que había caído, se les mandó que "en signal de penitencia" eligiesen de entre ellos treinta hombres buenos, veinte hidalgos y diez pecheros, para que fuesen un día de fiesta a la Iglesia de San Salvador de Oviedo, participando "en la procesión de ella dezcalcos en sacos o en jubones sin ningún otra cobertura con sendas cuerdas cennidas e con sendas candelas en las manos", comprometiéndose solemnemente el provisor del obispo a absolberlos de las penas de excomunión y alzar el entredicho puesto en el concejo una vez cumplida esa pública humillación penitencial. La fiesta se celebra el primer fin de semana del mes de julio, y se ha convertido en la fiesta de Llanera y los llanerenses ya que sirve de unión y confraternización entre todos los vecinos como en su día lo hicieron sus antepasados. Los "Exconxuraos" se celebran en el recinto ferial de Llanera, donde durante todo el fin de semana tienen lugar actividades y espectáculos que pretenden dar una ambientación que ponga en situación al visitante y lo traslade a la época medieval. Diversas cintas, banderines, escudos, guerreros, bufones, caballeros, músicos, etc., dan color a esta fiesta medieval que ya es un referente no solo a nivel regional, sino también nacional.;43.431030, -5.864830;/documents/39908/63543/Fiesta_de_los_Exconxuraos_3.jpg/9e567b7c-9ba1-f858-0862-3e285dc51349?t=1674191424692,,/documents/39908/63543/Fiesta_de_los_Exconxuraos.jpg/5af0c47f-6aa5-f711-ca4f-315b71068a92?t=1674191425303,/documents/39908/63543/Fiesta_de_los_Exconxuraos_2.jpg/54a0afbe-8939-7837-5a69-9dfbfaa45369?t=1674191426498;Fiesta de los Exconxuraos,Fiesta de los Exconxuraos,Fiesta de los Exconxuraos,Fiesta de los Exconxuraos;,https://www.youtube.com/watch?v=8hS4M3-eLYQ,,
Alfombras Florales del Corpus;Occidente de Asturias;Fiesta de interés turístico del Principado de Asturias;Castropol;Castropol;Domingo de Corpus (30 junio);;;;;;;;;;;El colorido invade las calles de la villa;"Para gustos se hicieron colores, y para colores flores". Este popular dicho se hace realidad el fin de semana del Corpus Christi en Castropol, que el domingo se engalana con sus famosas y tradicionales alfombras florales. Así es que una de las villas marineras más bellas de Asturias alcanza el cénit de su colorismo y costumbres de siempre con la puesta en escena de sus alfombras florales con motivo de la fiesta religiosa del Corpus Christi. Ni siquiera los más ancianos del lugar recuerdan cómo o cuándo se inició esta curiosa historia. Lo único que se sabe a ciencia cierta es que desde siempre y por esta misma época han vestido las estrechas y sinuosas calles de su engolado y panorámico casco histórico con estos elaborados y coloristas mantos vegetales, que dejan boquiabiertos año a año a propios y foráneos. El gran día de fiesta, el Corpus Christi, todos los niños y niñas de Primera Comunión llevan a hombros al niño Jesús y a la Virgen, seguidos de la banda de música de Castropol y del numeroso público que se congrega para la celebración, fascinado por un momento tan especial. Más información;43.527889, -7.029935;/documents/39908/63618/Alfombras_Florales_del_Corpus_Castropol.jpg/1d28c828-3383-79bf-8422-d4aa990d11e4?t=1674191522576,/documents/39908/63618/Alfombras_Florales_del_Corpus_Castropol_2.jpg/87e987b8-72e3-bf42-cc71-88bd4247263a?t=1674191523899,/documents/39908/63618/Alfombras_Florales_del_Corpus_Castropol_3.jpg/56cf29d4-b2c8-5385-fedf-23d324b06ebf?t=1674191524582,/documents/39908/63618/Alfombras_Florales_del_Corpus_Castropol_1.jpg/696f1f6e-2626-8104-b907-74717e046635?t=1674191523263;Alfombras Florales del Corpus,Alfombras Florales del Corpus,Alfombras Florales del Corpus,Alfombras Florales del Corpus;,,,
