Nombre,Localización,Latitud,Longitud,Dirección,Teléfono,Precio,Horario,Tipos_cocina,Valoración,Votos,Características,Descripción,url,url_web,url_ig
Joya de Oriente, Oviedo,43.36780560,-5.85057440,"Jerónimo Ibrán, 4, Oviedo, Principado de Asturias, España",+34985296057,hasta €10,"['LunesLun', '12:00-16:3020:00-00:00', 'MartesMar', '12:00-16:3020:00-00:00', 'MiércolesMié', '12:00-16:3020:00-00:00', 'JuevesJue', '12:00-16:3020:00-00:00', 'ViernesVie', '12:00-16:3020:00-00:00', 'SábadoSáb', '12:00-16:3020:00-00:00', 'DomingoDom', '12:00-16:3020:00-00:00']","['China', 'Asiática', 'Española']",68,120,"['Entrega', 'Tarjetas de crédito aceptadas', 'Para llevar', 'Reserva', 'No accesible para sillas de ruedas']","Si quieres tener un buen recuerdo de Libreria El Buho Lector, ven primero a este restaurante. Joya de Oriente es famoso porque sirve platos de las cocinas china y española. El servicio de entrega a domicilio es una de las grandes ventajas de este lugar. Tendrás la oportunidad de degustar sus singulares gambas, sus caseros rollitos o sus sabrosos rollitos de primavera. Un gran número de clientes remarcan que el personal es bueno en este lugar. La mayoría de usuarios dicen que el servicio es correcto. Sus adecuados precios no encajan con este este restaurante. Joya de Oriente ha recibido una valoración por debajo de la media en Google.",https://es.restaurantguru.com/Joya-De-Oriente-Oviedo,restaurantechino.wixsite.com,Desconocido
Deloya Gastronomía, Principado de Asturias,43.36360000,-5.84510000,"Calle Jovellanos 2, Oviedo, Principado de Asturias, España, 33003",+34985221095, €24 - €48,Desconocido,['Española'],64,41,Desconocido,"Sus clientes reservan una mesa aquí para disfrutar de sus estupendas recetas y además disfrutan de las vistas de Plaza Porlier. Es estupendo poder saborear la cocina española. Los usuarios de Facebook le han dado una valoración de 4,3 estrellas a este restaurante, por lo que es muy probable que satisfaga todas tus expectativas en cuanto a servicio y comida.",https://es.restaurantguru.com/Deloya-Gastronomia-Oviedo-2,deloyagastronomia.com,@deloyabodasyeventos
La Taberna del Zurdo, Principado de Asturias,43.36360800,-5.85678600,"Calle Cervantes, 27, Oviedo, Principado de Asturias, España, 33004",+34985963096, €12 - €21,"['LunesLun', '12:30-16:0020:00-23:30', 'MartesMar', '12:30-16:0020:00-23:30', 'MiércolesMié', '12:30-16:0020:00-23:30', 'JuevesJue', '12:30-16:0020:00-23:30', 'ViernesVie', '12:30-16:0020:00-00:00', 'SábadoSáb', '13:00-16:0020:00-00:00', 'DomingoDom', '13:00-16:00']",['Española'],74,55,"['Tarjetas de crédito aceptadas', 'Sin asientos al aire libre', 'Reserva']","Un paseo admirando Calle Uria es lo menos que puedes esperar tras cenar en este restaurante. Su cocina española, bajo la dirección de su popular chef, es en este establecimiento estupenda. Una serie de usuarios han notado que aquí puedes probar con confianza unas tiernas empanadas, unas singulares dim sum y un bien trabajado laing. La Taberna del Zurdo bien pudiera recomendarse solo por su sorprendente pastel de frutas y su atrayente tarta de queso. Se comenta que aquí el personal es estupendo. Este lugar brinda un agradable servicio a sus comensales. La mayoría de críticos estiman que el ambiente es moderno aquí. En Facebook, este lugar ha obtenido una valoración de 5 estrellas.",https://es.restaurantguru.com/La-Taberna-del-Zurdo-Oviedo,latabernadelzurdo.com,Desconocido
Sidreria Los Avellanos, Principado de Asturias,43.36620000,-5.84700000,"Calle Avellanos, 9, Oviedo, Principado de Asturias, España, 33002",+34985221908, €10 - €24,Desconocido,['Española'],64,23,['Para llevar'],"Sidreria Los Avellanos está muy cerca de Libreria El Buho Lector. Este restaurante se ha especializado en cocina española. Es una estupenda idea pedir un generoso laing. Su estupenda sidra está entre las bebidas más populares de Sidreria Los Avellanos. Muchos comensales indican que el personal es eficiente. Su admirable servicio es un enorme privilegio. Los clientes de este lugar disfrutan de su silencioso ambiente, y por ello quieren volver una y otra vez. Un buen número de usuarios que han venido a este lugar lo han calificado con un 4,6 en Facebook.",https://es.restaurantguru.com/Sidreria-Los-Avellanos-Oviedo,Desconocido,Desconocido
Restaurante sidreria la tenderina, Principado de Asturias,43.36780000,-5.82840000,"calle rio nalon numero11, Oviedo, Principado de Asturias, España, 33010",+34985282544, €10 - €24,"['LunesLun', '11:00-23:00', 'MartesMar', '11:00-23:00', 'MiércolesMié', '11:00-23:00', 'JuevesJue', '11:00-23:00', 'ViernesVie', '11:00-23:00', 'SábadoSáb', '11:00-23:00', 'DomingoDom', '11:00-23:00']",['Española'],64,15,['Asientos al aire libre'],"La comida española merece aquí la pena. Los usuarios de Facebook que visitaron este restaurante le han dado una nota de 4,3.",https://es.restaurantguru.com/Restaurante-sidreria-la-tenderina-Oviedo-2,elgatopersaoviedo.com,Desconocido
Taberna Pixueta, Principado de Asturias,43.36249431,-5.86004068,"Avenida de Colon 12, Oviedo, Principado de Asturias, España, 33013",+34985251633, €24 - €48,Desconocido,['Española'],74,11,"['Tarjetas de crédito aceptadas', 'Wifi', 'Para llevar', 'Reserva', 'TV']",Aquí puedes descubrir la auténtica cocina española.,https://es.restaurantguru.com/Taberna-Pixueta-Oviedo,facebook.com,Desconocido
Hamburguesería Goiko, 13,43.36185610,-5.84717770,"C. San Francisco, 13, Oviedo, Principado de Asturias, España",+34984689973,€10 - €24,"['Lunes  12:00-23:30', 'Martes  12:00-23:30', 'Miércoles  12:00-23:30', 'Jueves  12:00-00:00', 'Viernes  12:00-00:00', 'Sábado  12:00-00:00', 'Domingo  12:00-00:00']","['Comida Rápida', 'Comida Rápida']",74,4271,"['Tarjetas de crédito aceptadas', 'Entrega', 'Para llevar', 'Reserva', 'Accesible para sillas de ruedas']","Visitar Plaza Porlier lleva tiempo y esfuerzo, así que, si luego tienes hambre, visita este restaurante y disfruta de una sabrosa comida. Un buen número de sus visitantes comentan que aquí los camareros te ofrecen unas caseras hamburguesas americanas, un sorprendente laing y un bien trabajado beicon. Este lugar es conocido por su estupendaLa buenísima ubicación de Hamburguesería Goiko hace que llegar a él por cualquier medio sea muy sencillo. Muchos clientes afirman que el personal es muy activo en este lugar. Te va a gustar su eficiente servicio. Podemos recomendar este establecimiento por sus precios interesantes. Hay una tranquila atmósfera en este lugar. Los usuarios de Google han premiado a este restaurante con un 4,4. ",https://es.restaurantguru.com/Goiko-Grill-Oviedo,goiko.com,@goiko
La Compuesta, Oviedo,43.37133600,-5.85331900,"Menéndez Pelayo, 8, Oviedo, Principado de Asturias, España",+34984184611,hasta €10,"['LunesLun', '09:00-23:30', 'MartesMar', '09:00-23:30', 'MiércolesMié', '09:00-23:30', 'JuevesJue', '09:00-23:30', 'ViernesVie', '09:00-01:00', 'SábadoSáb', '11:30-01:00', 'DomingoDom', '11:30-23:30']","['Bar de Vinos', 'Española']",80,691,"['Asientos al aire libre', 'Tarjetas de crédito aceptadas', 'Wifi', 'Reserva', 'No hay entrega', 'Para llevar', 'Accesible para sillas de ruedas']","Disfruta de la cocina española en esta cafetería. Los comensales de La Compuesta pueden tomar un singular laing y unas bien trabajadas tapas. Su irresistible sidra o su espectacular vino harán que tu comida parezca aún mejor, lo que, seguramente, te hará volver. En este lugar se sirve un zumo delicioso. Vas a llevarte un buen recuerdo de este lugar, ya que es famoso por su gran servicio y su amable personal, siempre dispuesto a ayudar. La mayoría de críticos destacan que los platos que ofrecen tienen unos precios justos. Esta cafetería tiene un ambiente cuidado y una decoración confortable. Los usuarios de Google le han otorgado una valoración de 4 a La Compuesta.",https://es.restaurantguru.com/La-Compuesta-Oviedo,lacompuesta.amawebs.com,@lacompuesta
Kebab King Taj Mahal, Oviedo,43.36463620,-5.86432110,"C. Alejandro Casona, 3, Oviedo, Principado de Asturias, España",+34984188408,hasta €10,"['LunesLun', '12:00-01:00', 'MartesMar', '12:00-01:00', 'MiércolesMié', '12:00-01:00', 'JuevesJue', '12:00-01:00', 'ViernesVie', '12:00-01:00', 'SábadoSáb', '12:00-01:30', 'DomingoDom', '12:00-01:30']",['India'],72,260,"['Entrega', 'Para llevar', 'Tarjetas de crédito aceptadas', 'No accesible para sillas de ruedas']","Carpe diem: su cocina india te está esperando. Prueba sus singulares kebabs, su atrayente carne de vaca y su perfectamente elaborado rape. Muchos clientes encuentran que aquí el personal es afable. Su cuidado servicio te hará sentirte especial. Este restaurante se asocia con una atmósfera silenciosa. Pero los visitantes valoran Kebab King Taj Mahal por debajo de la media en Google.",https://es.restaurantguru.com/Kebab-King-Taj-Mahal-Oviedo,Desconocido,Desconocido
Sidrería Padre Suarez. Sabi y Arturo, Oviedo,43.35751470,-5.84245160,"Calle PADRE SUAREZ, 25, Oviedo, Principado de Asturias, España",+34985200192, €15 - €29,"['LunesLun', 'Cerrado', 'MartesMar', '09:30-23:45', 'MiércolesMié', '09:30-23:45', 'JuevesJue', '09:30-23:45', 'ViernesVie', '09:30-23:45', 'SábadoSáb', '10:30-23:45', 'DomingoDom', '10:00-23:30']",['Española'],80,546,"['Tarjetas de crédito aceptadas', 'No hay entrega', 'Para llevar', 'Reserva', 'No accesible para sillas de ruedas']","Una vez que el paseo alrededor de Parroquia de Santo Domingo de Guzman se haya terminado, visita Sidrería Padre Suarez. Sabi y Arturo. Disfruta de la cocina española en este restaurante. Los cocineros de Sidrería Padre Suarez. Sabi y Arturo se esfuerzan al máximo para dar a sus clientes un tierno laing, un sorprendente bacalao y unos perfectamente elaborados callos. Su insuperable sidra hará que tu comida sea más sabrosa, lo que, seguramente, te hará volver. Este lugar tiene entre sus bebidas un buen café. Su competente personal da la bienvenida a los comensales todo el año. Su agradable servicio es un enorme privilegio. Fíjate en los precios que tiene este lugar, pues son interesantes. Su silencioso ambiente alegra el corazón de su clientela y atrae nuevos visitantes. Este restaurante ha logrado un 4,3 según el baremo de valoraciones de Google.",https://es.restaurantguru.com/Padre-Suarez-Oviedo,Desconocido,Desconocido
El 22 Comida Mexicana, Principado de Asturias,43.36344875,-5.84089637,"Calle Azcárraga 14, Oviedo, Principado de Asturias, España, 33010",+34623243699, €10 - €24,"['LunesLun', 'Cerrado', 'MartesMar', 'Cerrado', 'MiércolesMié', '13:00-16:0019:00-23:00', 'JuevesJue', '13:00-16:0019:00-23:00', 'ViernesVie', '13:00-16:0019:30-23:30', 'SábadoSáb', '13:00-16:0019:30-23:30', 'DomingoDom', '13:00-16:00']","['Mexicana', 'Delicatessen', 'Comida Rápida', '', 'Mexicana', 'Delicatessen', 'Comida Rápida', 'Cocktelerías', '']",72,87,"['Entrega', 'Para llevar', 'Tarjetas de crédito aceptadas', 'Reserva', 'No accesible para sillas de ruedas']","Muralla de Oviedo es algo que no puedes dejar de visitar antes de disfrutar de una comida increíble en esta comida rápida. El 22 Comida Mexicana se ha especializado en cocina mexicana. El servicio de entrega a domicilio es una de las grandes ventajas de este lugar. Su pulcro servicio es un gran beneficio. Este lugar arropa a sus asiduos con una tranquila atmósfera. Esta comida rápida ha logrado en Google un 4,7 de acuerdo con las opiniones de sus usuarios.",https://es.restaurantguru.com/El-22-Comida-Mexicana-Colloto,es-es.facebook.com,@el22bar_mx
Mesón La Foguera, Oviedo,43.36263750,-5.83696560,"C/ Darío de Regoyos, 7, Oviedo, Principado de Asturias, España",+34985204445,hasta €10,"['LunesLun', '09:00-00:00', 'MartesMar', '09:00-00:00', 'MiércolesMié', '09:00-00:00', 'JuevesJue', '09:00-00:00', 'ViernesVie', '09:00-00:00', 'SábadoSáb', '11:00-00:00', 'DomingoDom', '17:00-00:00']",['Española'],70,70,"['Sin asientos al aire libre', 'Reserva', 'No hay entrega', 'No accesible para sillas de ruedas']","Las más espectaculares vistas de Muralla de Oviedo las tienes precisamente desde este establecimiento. Según las opiniones de sus comensales, la comida española aquí es muy sabrosa. En este restaurante tendrás la suerte de probar un sensacional café. Su sofisticado servicio es siempre un placer. Tal y como sus clientes lo ven, aquí la atmósfera es acogedora. La nota media de Mesón La Foguera en Google es de 4,2.",https://es.restaurantguru.com/Meson-La-Foguera-Oviedo-2,Desconocido,Desconocido
Bar Sevilla, Principado de Asturias,43.36090000,-5.84470000,"Calle Cimadevilla 9, Oviedo, Principado de Asturias, España, 33003",+34984182223,hasta €10,"['LunesLun', '08:00-01:30', 'MartesMar', '08:00-01:30', 'MiércolesMié', '08:00-01:30', 'JuevesJue', '08:00-01:30', 'ViernesVie', '08:00-01:30', 'SábadoSáb', '08:00-01:30', 'DomingoDom', '11:00-17:00']",['Española'],64,137,"['Asientos al aire libre', 'Reserva', 'Accesible para sillas de ruedas']","Al tiempo que los turistas disfrutan de las vistas de Plaza Trascorrales, también reservan una mesa aquí para degustar sus ricas recetas. Se recomienda pedir la cocina española de este restaurante. Es una buena idea pedir una singular dorada, un generoso laing y unos bien trabajados mejillones. Sus invitados pueden tomar unas bien valoradas natillas en Bar Sevilla. Es fácil encontrar este lugar gracias a su estupenda ubicación. No vas a poder olvidar el insuperable vino, la sensacional cerveza y la espectacular sidra que se pueden encontrar aquí. El café de este lugar no es muy del agrado de sus usuarios. Por si todo esto fuera poco, su personal esta bien entrenado. Su eficiente servicio es algo que sus visitantes subrayan en sus opiniones. Aquí vas a pagar unos precios adecuados. El ambiente es hogareño, tal y como lo ven sus clientes. Pero comparado con otros restaurantes, Facebook le da a este restaurante una calificación por debajo de la media.",https://es.restaurantguru.com/Bar-Sevilla-Oviedo,facebook.com,Desconocido
Restaurante Sidrería Latores Oviedo, Principado de Asturias,43.35400000,-5.86220000,"Calle El Valle, Oviedo, Principado de Asturias, España, 33006",+34985275799, €10 - €24,Desconocido,Desconocido,62,16,Desconocido,"Imagínate que por fin has llegado a Restaurante Sidrería Latores Oviedo tras visitar La Iglesia de San Juan el Real. Ven y comprueba si este restaurante merece sus 4,2 estrellas en Facebook.",https://es.restaurantguru.com/Restaurante-Sidreria-Latores-Oviedo,restaurantelatores.com,Desconocido
Cervecería RDOBLE, Oviedo,43.36129230,-5.85617590,"Av. de Galicia, 20, Oviedo, Principado de Asturias, España",+34985237969, €10 - €24,"['LunesLun', '07:00-00:30', 'MartesMar', '07:00-00:30', 'MiércolesMié', '07:00-00:30', 'JuevesJue', '07:00-00:30', 'ViernesVie', '07:00-02:00', 'SábadoSáb', '10:00-02:00', 'DomingoDom', '10:00-01:00']","['Española', 'Bar de Vinos', 'Cervecería']",80,910,"['Asientos al aire libre', 'Para llevar', 'Tarjetas de crédito aceptadas', 'No hay entrega', 'Reserva', 'Accesible para sillas de ruedas', 'Wifi', 'TV']","Deberías ver Campo de San Francisco justo después de comer en Cervecería RDOBLE. La cocina española es lo que a sus clientes más les gusta de este bar. Es siempre una experiencia agradable comer su perfectamente elaborado rape, su singular laing o su tierno steak tartar. Una serie de usuarios han notado que aquí la tarta de queso es delicada. Es fácil encontrar Cervecería RDOBLE gracias a su estupenda ubicación. Visita este establecimiento y tómate un irresistible vino o una insuperable cerveza. Si te gusta el café, pídelo en este lugar, aquí es sensacional. Este lugar es muy recomendable por sus sofisticados camareros y camareras. Cada vez que vengas, comprobarás su agradable servicio. Basándonos en las opiniones de los críticos, los precios son bajos. En este bar podrás disfrutar de su confortable decoración y de un atrayente ambiente. Los usuarios de Google son muy generosos con Cervecería RDOBLE: le han dado 4,1 estrellas.",https://es.restaurantguru.com/RDoble-Oviedo,rdoble.com,Desconocido
Hotel De La Reconquista, Principado de Asturias,43.36290000,-5.85500000,"Calle de Gil de Jaz 16, Oviedo, Principado de Asturias, España, 33004",+34667900045,más de €48,Desconocido,"['Española', 'Opciones vegetarianas']",74,102,"['Asientos al aire libre', 'Estacionamiento', 'Reserva', 'Accesible para sillas de ruedas']","Calle Uria es uno de los lugares más maravillosos que suelen visitar los turistas. Si nunca has tenido ocasión de probar la cocina española, prueba en este bar. Hotel De La Reconquista te agradará con sus caseros fabada, su sorprendente pescado y su bien trabajado laing. Saborea despacio el irresistible vino que aquí sirven pensando solo en tu disfrute. Este lugar es famoso por su extraordinario café americano. Puedes sentarte fuera o dentro. El éxito de este lugar sería imposible sin un atento personal. Su genial servicio es siempre un placer. La cómoda decoración permite relajarse a quienes lo visitan.",https://es.restaurantguru.com/Hotel-De-La-Reconquista-Oviedo,Desconocido,Desconocido
McDonald's, Oviedo,43.37045880,-5.83055480,"Centro Comercial Los Prados, Cl. Joaquín Costa, s/n, Oviedo, Principado de Asturias, España",+34985283684,hasta €10,"['LunesLun', '12:00-00:00', 'MartesMar', '12:00-00:00', 'MiércolesMié', '12:00-00:00', 'JuevesJue', '12:00-00:00', 'ViernesVie', '12:00-00:00', 'SábadoSáb', '12:00-00:00', 'DomingoDom', '13:00-00:00']","['Americana', 'Comida Rápida']",70,1169,"['Entrega', 'Tarjetas de crédito aceptadas', 'Para llevar', 'Accesible para sillas de ruedas']","El servicio de entrega a domicilio es una de las grandes ventajas de este restaurante. Sus cocineros preparan aquí unos sorprendentes patatas y una atrayente hamburguesa y patatas fritas. Los clientes de McDonald's pueden comer unos buenos helados. De acuerdo con las opiniones de los críticos, su personal puede llegar a ser caótico. Su admirable servicio es prueba del alto nivel de calidad de este lugar. Muchos usuarios creen que los platos que ofrecen tienen unos precios asequibles. Una vez dentro, su atmósfera es hogareña. Pero la mayoría de los visitantes que usan Google no le otorgaron a este lugar una nota muy alta.",https://es.restaurantguru.com/McDonalds-Oviedo-2,mcdonalds.es,@mcdonalds_es
Orígenes, Principado de Asturias,43.35731900,-5.86296400,"Calle Rafael Altamira, 10, Oviedo, Principado de Asturias, España, 33006",+34985251212,hasta €10,"['LunesLun', 'Cerrado', 'MartesMar', '20:00-23:30', 'MiércolesMié', '20:00-23:30', 'JuevesJue', '20:00-23:30', 'ViernesVie', '13:00-23:30', 'SábadoSáb', '13:00-23:30', 'DomingoDom', '13:00-23:30']",['Americana'],65,5,"['Tarjetas de crédito aceptadas', 'Asientos al aire libre', 'Wifi', 'Reserva']",Desconocido,https://es.restaurantguru.com/Origenes-Oviedo,Desconocido,Desconocido
Al-Andalus Tapas Avilés Avilés, Oviedo,43.36360000,-5.84660000,"Plaza del Carbayo numero 8, Oviedo, Principado de Asturias, España, 33401",+34661910321,Desconocido,"['Lunes  Cerrado', 'Martes  12:00-17:0020:00-00:00', 'Miércoles  12:00-17:0020:00-00:00', 'Jueves  12:00-17:0020:00-00:00', 'Viernes  12:00-17:0019:30-00:00', 'Sábado  12:00-17:0019:30-00:00', 'Domingo  12:00-17:0019:30-00:00']","['Española', 'Española']",64,5,[],"Este es el lugar con mejor calidad cerca de Plaza Porlier. Entre otros establecimientos de cocina española en los que comer, este restaurante puede estar entre los más reconocidos. ",https://es.restaurantguru.com/Al-Andalus-Tapas-Aviles-Oviedo,Desconocido,Desconocido
La Nueva Taberna Gallega, Oviedo,43.36342990,-5.86438940,"C. de Manuel Cueto Guisasola, 1, Oviedo, Principado de Asturias, España",+34985239937,hasta €10,"['LunesLun', 'Cerrado', 'MartesMar', 'Cerrado', 'MiércolesMié', '12:00-16:3019:30-00:00', 'JuevesJue', '12:00-16:3019:30-00:00', 'ViernesVie', '12:00-16:3019:30-00:00', 'SábadoSáb', '12:00-16:3019:30-00:00', 'DomingoDom', '12:00-16:3019:30-00:00']","['Española', 'Grill']",80,447,"['Tarjetas de crédito aceptadas', 'No hay entrega', 'Para llevar', 'Reserva', 'Accesible para sillas de ruedas', 'Wifi', 'TV']","La cocina española es algo que hay que probar en este restaurante. Si vas a La Nueva Taberna Gallega, prueba su perfectamente elaborado pulpo, su tierno laing o sus singulares calamares. Disfruta de uno de los mejores placeres de esta vida: un sorprendente pastel de frutas y una atrayente tarta de queso en agradable compañía. Este lugar es conocido por su excelente vino. Visita este lugar y tómate un estupendo café. Muchos visitantes indican que el personal es profesional. Su sofisticado servicio es prueba del alto nivel de calidad de este lugar. Se dice que aquí los precios son justos. En este restaurante podrás disfrutar de su confortable decoración y de una moderna atmósfera. De acuerdo con los comentarios de los clientes en Google, La Nueva Taberna Gallega merece un 4.",https://es.restaurantguru.com/Taberna-Gallega-Oviedo,Desconocido,Desconocido
Restaurante Mike's, Oviedo,43.36266370,-5.85932920,"Calle Miguel Ángel Blanco, 7, Oviedo, Principado de Asturias, España",+34985965555,hasta €10,"['LunesLun', '13:00-16:0019:30-23:25', 'MartesMar', '13:00-16:0019:30-23:30', 'MiércolesMié', '13:00-16:0019:30-23:30', 'JuevesJue', '13:00-16:0019:30-23:30', 'ViernesVie', '13:00-16:0019:30-23:30', 'SábadoSáb', '13:00-16:0019:30-23:30', 'DomingoDom', '13:00-16:0019:00-23:30']","['Comida Rápida', 'Americana']",68,225,"['Tarjetas de crédito aceptadas', 'Entrega', 'Para llevar', 'Reserva', 'Accesible para sillas de ruedas']","La comida a domicilio es una de las estupendas ventajas de este restaurante. Podrás comer su sabrosa cebollada, sus singulares cuerdas de cebolla o su sorprendente pollo. Muchos visitantes indican que el personal es muy activo. Su genial servicio muestra el alto nivel de calidad de Restaurante Mike's. Te van a sorprender sus precios justos. Aquí encontrarás una moderna atmósfera. Este lugar ha logrado un 4,1 según el baremo de valoraciones de Google.",https://es.restaurantguru.com/HamburgueseriaKebap-Oviedo-2,mikes.es,Desconocido
Sidrería La Cuadra de Antón, Oviedo,43.36242790,-5.86093250,"C. León y Escosura, 5, Oviedo, Principado de Asturias, España",+34985274351, €10 - €24,"['LunesLun', '12:00-16:0019:00-00:00', 'MartesMar', '12:00-16:0019:00-00:00', 'MiércolesMié', '12:00-16:0019:00-00:00', 'JuevesJue', '12:00-16:0019:00-00:00', 'ViernesVie', '12:00-16:0019:00-00:30', 'SábadoSáb', '12:00-16:0019:00-00:30', 'DomingoDom', '12:00-16:0019:00-00:00']",['Española'],76,279,"['Tarjetas de crédito aceptadas', 'Asientos al aire libre', 'Reserva', 'Para llevar', 'No accesible para sillas de ruedas']","La cocina española es lo que a sus visitantes más les atrae de este bar. Sidrería La Cuadra de Antón te ofrece su sabroso laing, su generoso jamón y su perfectamente elaborado bacalao. Basándonos en las opiniones de los clientes, aquí sus camareros ofrecen un bien valorado vino y una buena sidra. Un gran número de usuarios remarcan que el personal es creativo en este lugar. Su rápido servicio es un bien conocido añadido. De acuerdo con las opiniones de los críticos, los precios son asequibles. No hay duda de que vas a agradecer su acogedora atmósfera y su cómoda decoración. Pero este lugar no es muy querido por los usuarios de Google, quienes le han otorgado una valoración por debajo de la media.",https://es.restaurantguru.com/La-Cuadra-De-Anton-Oviedo-3,Desconocido,Desconocido
Wok Astur, Principado de Asturias,43.38083134,-5.78507372,"ctra. nacional 634 km 400, Oviedo, Principado de Asturias, España, 33199",+34985791688, €10 - €24,Desconocido,['Asiática'],65,19,['Tarjetas de crédito aceptadas'],Los usuarios de Facebook que visitaron este restaurante le han dado una nota de 4.,https://es.restaurantguru.com/Wok-Astur-Spain,Desconocido,Desconocido
Sidrería, Principado de Asturias,43.36870000,-5.83080000,"Rio cares 6, Oviedo, Principado de Asturias, España, 33010",+34984116976,hasta €10,Desconocido,['Española'],64,26,Desconocido,"Si disfrutas de la cocina española, ven a este restaurante. Sus clientes pueden pedir un buen laing en Sidrería. La calificación media es de 4,4 estrellas en Facebook.",https://es.restaurantguru.com/Sidreria-Oviedo-4,Desconocido,Desconocido
D'Cañas, Principado de Asturias,43.36124140,-5.84461631,"Cimadevilla, 15, Oviedo, Principado de Asturias, España, 33003",+34984284324, €24 - €48,Desconocido,Desconocido,62,8,"['Asientos al aire libre', 'Wifi']","Seguro que Plaza Trascorrales va a formar parte de tu ruta turística y, en ese caso, la recomendación de los habituales es que te acerques a este bar.",https://es.restaurantguru.com/DCanas-Oviedo,facebook.com,Desconocido
Lizarran, Principado de Asturias,43.35982454,-5.84544764,"Calle del Fierro 13, Oviedo, Principado de Asturias, España, 33009",+34985215407, €10 - €24,Desconocido,['Española'],65,5,['Asientos al aire libre'],"Comer en este restaurante, con sus increíbles vistas de Parroquia de San Isidoro El Real, es una oportunidad genial para sus clientes. Lizarran ofrece a sus comensales cocina española.",https://es.restaurantguru.com/Lizarran-Oviedo,lizarran.es,@lizarran_es
Bar Casa Chus, Oviedo,43.35782660,-5.84209440,"C. San Melchor García Sampedro, 6, Oviedo, Principado de Asturias, España",+34985220133,hasta €10,"['LunesLun', '09:00-23:00', 'MartesMar', '09:00-23:00', 'MiércolesMié', '09:00-23:00', 'JuevesJue', '09:00-23:00', 'ViernesVie', '09:00-23:00', 'SábadoSáb', '09:00-23:00', 'DomingoDom', '09:00-23:00']",['Española'],84,654,"['Asientos al aire libre', 'Para llevar', 'Reserva', 'Accesible para sillas de ruedas']","Deberías ver Parroquia de Santo Domingo de Guzman justo después de comer en Bar Casa Chus. No retrases más tu visita: en serio, su cocina española te está esperando. En este bar, sus visitantes pueden comer un tierno pulpo, unos singulares patatas y unos atrayentes callos. No te marches sin probar su generoso pastel de frutas. Bar Casa Chus ofrece entre sus bebidas una irresistible sidra, un estupendo vino y un espectacular cordial. No vas a poder olvidar el sorprendente café que se puede pedir aquí. Es fácil encontrar este lugar gracias a su gran ubicación. Su muy activo personal refleja el estilo y el carácter de este lugar. La mayoría de clientes remarcan que el servicio es admirable. Este bar te permite elegir entre una gran variedad de platos a unos precios asequibles. Sin duda vas a disfrutar de su silencioso ambiente y su agradable decoración. Google le ha dado un 4,5, lo que indica que puedes ir a Bar Casa Chus para pasar un rato agradable.",https://es.restaurantguru.com/Bar-Casa-Chus-Oviedo-2,facebook.com,Desconocido
Tsaciana, Oviedo,43.36347190,-5.86610550,"Juan Ramon Jimenez 1 (PLAZA PEDRO MIÑOR), Oviedo, Principado de Asturias, España",+34600794230,hasta €10,"['LunesLun', '12:30-16:0019:30-00:00', 'MartesMar', 'Cerrado', 'MiércolesMié', '12:30-16:0019:30-00:00', 'JuevesJue', '12:30-16:0019:30-00:00', 'ViernesVie', '12:30-16:0019:30-00:00', 'SábadoSáb', '12:30-17:0019:30-00:00', 'DomingoDom', '12:30-16:0019:30-00:00']","['Española', 'Grill']",82,547,"['Tarjetas de crédito aceptadas', 'Asientos al aire libre', 'No hay entrega', 'Para llevar', 'Reserva', 'Accesible para sillas de ruedas']","La mayoría de los clientes recomienda probar su atrayente laing, sus sorprendentes callos y sus caseras tortillas. Si deseas degustar un estupendo vino o una espectacular cerveza, este bar es una agradable opción. Saborea despacio el sensacional café de puchero que aquí sirven pensando solo en tu disfrute. Por si todo esto fuera poco, su personal es cordial. La satisfacción del visitante es uno de los principales objetivos de Tsaciana, y su sofisticado servicio favorece mucho esta tarea. Se dice que aquí los precios son justos. Este lugar arropa a sus asiduos con un interesante ambiente. La puntuación global de este lugar en Google es de 4,6.",https://es.restaurantguru.com/TSACIANA-BAR-Oviedo,facebook.com,Desconocido
De 10 Copas y Tapas, Oviedo,43.35430000,-5.86230000,"Jose Ramón Tolivar Faes,9, Oviedo, Principado de Asturias, España, 33006",+34984189619,€10 - €24,"['Lunes  12:00-00:00', 'Martes  12:00-00:00', 'Miércoles  12:00-00:00', 'Jueves  12:00-00:00', 'Viernes  12:00-02:00', 'Sábado  12:00-02:00', 'Domingo  12:00-00:00']","['Española', 'Española']",64,36,"['Tarjetas de crédito aceptadas', 'Asientos al aire libre', 'Para llevar']","Una vez que hayas visto La Iglesia de San Juan el Real, es el momento de descansar en este restaurante. De 10 Copas y Tapas te ofrece platos de la cocina española. El laing de este lugar no es muy del agrado de susMuchos clientes dicen que aquí el personal es recomendable. Aquí encontrarás un cuidado ambiente. En Facebook, este lugar ha recibido muchos comentarios de sus usuarios y le han dado una nota de 4,3 estrellas, lo que significa que es muy popular y que bien merece una visita. ",https://es.restaurantguru.com/De-Diez-copas-and-tapas-Oviedo,eligemenu.es,Desconocido
